Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,Num_Acc,id_vehicule,num_veh,senc,catv,obs,obsm,choc,manv,motor,occutc,Num_Acc,id_usager,id_vehicule,num_veh,place,catu,grav,sexe,an_nais,trajet,secu1,secu2,secu3,locp,actp,etatp,Num_Acc,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
2.021E+11,12,6,2021,23:00:00,5,45,45147,2,1,1,4,18 Rue Marc Sangnier,"479,213,900,000","19,130,100,000",2.021E+11,139 908,C01,2,1,0,2,4,1,0,NULL,2.021E+11,184 854,139 908,C01,1,1,3,2,1972,0,8,0,-1,-1,-1,-1,2.021E+11,4,SANGNIER (RUE MARC SANGNIER),0,NULL,2,2,2,1,-1,-1,1,NULL,-1,1,0,5,50
2.021E+11,12,6,2021,23:00:00,5,45,45147,2,1,1,4,18 Rue Marc Sangnier,"479,213,900,000","19,130,100,000",2.021E+11,139 907,B01,2,1,0,2,4,1,0,NULL,2.021E+11,184 854,139 908,C01,1,1,3,2,1972,0,8,0,-1,-1,-1,-1,2.021E+11,4,SANGNIER (RUE MARC SANGNIER),0,NULL,2,2,2,1,-1,-1,1,NULL,-1,1,0,5,50
2.021E+11,30,5,2021,19:00:00,1,26,26353,2,1,1,1,route nationale 7,"446,641,810,000","47,911,230,000",2.021E+11,134 912,B01,2,1,0,2,7,6,5,NULL,2.021E+11,178 346,134 911,A01,1,1,1,1,1969,3,1,-1,-1,0,0,-1,2.021E+11,2,7,0,NULL,2,2,0,1,77,200,1,NULL,-1,1,0,1,50
2.021E+11,30,5,2021,19:00:00,1,26,26353,2,1,1,1,route nationale 7,"446,641,810,000","47,911,230,000",2.021E+11,134 912,B01,2,1,0,2,7,6,5,NULL,2.021E+11,178 347,134 912,B01,1,1,3,1,1989,5,0,-1,-1,0,0,-1,2.021E+11,2,7,0,NULL,2,2,0,1,77,200,1,NULL,-1,1,0,1,50
2.021E+11,22,4,2021,11:40:00,1,22,22093,1,3,1,3,D28,"484,849,620,000","-24,605,030,000",2.021E+11,133 854,B01,1,1,0,2,2,1,5,NULL,2.021E+11,176 952,133 853,A01,1,1,1,1,1994,4,1,-1,-1,0,0,-1,2.021E+11,3,28,0,NULL,2,2,0,1,-1,-1,2,NULL,4,1,0,1,80
2.021E+11,22,4,2021,11:40:00,1,22,22093,1,3,1,3,D28,"484,849,620,000","-24,605,030,000",2.021E+11,133 854,B01,1,1,0,2,2,1,5,NULL,2.021E+11,176 953,133 854,B01,1,1,3,1,1948,5,2,6,-1,0,0,-1,2.021E+11,3,28,0,NULL,2,2,0,1,-1,-1,2,NULL,4,1,0,1,80
2.021E+11,27,5,2021,10:25:00,1,55,55122,2,2,1,1,Rue de la Trace,"487,570,858,650","55,879,479,647",2.021E+11,133 201,A01,2,1,0,2,1,1,5,NULL,2.021E+11,176 100,133 201,A01,1,1,4,1,1981,5,0,-1,-1,0,0,-1,2.021E+11,3,NULL,-1,NULL,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,27,5,2021,10:25:00,1,55,55122,2,2,1,1,Rue de la Trace,"487,570,858,650","55,879,479,647",2.021E+11,133 201,A01,2,1,0,2,1,1,5,NULL,2.021E+11,176 101,133 202,B01,1,1,1,1,1940,5,1,-1,-1,0,0,-1,2.021E+11,3,NULL,-1,NULL,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,10,5,2021,09:50:00,1,50,50032,1,2,1,5,Les Chasses,"491,149,780,000","-10,022,370,000",2.021E+11,128 929,A01,1,1,0,2,1,1,6,NULL,2.021E+11,170 422,128 927,C01,1,1,1,1,1987,5,1,-1,-1,0,0,-1,2.021E+11,3,390,0,NULL,2,2,0,1,129,0,3,NULL,-1,1,5,1,80
2.021E+11,10,5,2021,09:50:00,1,50,50032,1,2,1,5,Les Chasses,"491,149,780,000","-10,022,370,000",2.021E+11,128 928,B01,1,1,0,2,1,1,6,NULL,2.021E+11,170 422,128 927,C01,1,1,1,1,1987,5,1,-1,-1,0,0,-1,2.021E+11,3,390,0,NULL,2,2,0,1,129,0,3,NULL,-1,1,5,1,80
2.021E+11,10,5,2021,09:50:00,1,50,50032,1,2,1,5,Les Chasses,"491,149,780,000","-10,022,370,000",2.021E+11,128 929,A01,1,1,0,2,1,1,6,NULL,2.021E+11,170 423,128 928,B01,1,1,4,1,2005,5,2,-1,-1,0,0,-1,2.021E+11,3,390,0,NULL,2,2,0,1,129,0,3,NULL,-1,1,5,1,80
2.021E+11,10,5,2021,09:50:00,1,50,50032,1,2,1,5,Les Chasses,"491,149,780,000","-10,022,370,000",2.021E+11,128 928,B01,1,1,0,2,1,1,6,NULL,2.021E+11,170 423,128 928,B01,1,1,4,1,2005,5,2,-1,-1,0,0,-1,2.021E+11,3,390,0,NULL,2,2,0,1,129,0,3,NULL,-1,1,5,1,80
2.021E+11,10,5,2021,09:50:00,1,50,50032,1,2,1,5,Les Chasses,"491,149,780,000","-10,022,370,000",2.021E+11,128 929,A01,1,1,0,2,1,1,6,NULL,2.021E+11,170 424,128 929,A01,1,1,4,1,2004,5,2,-1,-1,0,0,-1,2.021E+11,3,390,0,NULL,2,2,0,1,129,0,3,NULL,-1,1,5,1,80
2.021E+11,10,5,2021,09:50:00,1,50,50032,1,2,1,5,Les Chasses,"491,149,780,000","-10,022,370,000",2.021E+11,128 928,B01,1,1,0,2,1,1,6,NULL,2.021E+11,170 424,128 929,A01,1,1,4,1,2004,5,2,-1,-1,0,0,-1,2.021E+11,3,390,0,NULL,2,2,0,1,129,0,3,NULL,-1,1,5,1,80
2.021E+11,28,4,2021,15:45:00,1,44,44213,2,2,1,2,Place Jeanne d'Arc,"473,848,500,000","-10,291,530,000",2.021E+11,126 378,B01,1,1,0,2,1,1,5,NULL,2.021E+11,167 089,126 378,B01,1,1,3,1,1941,5,0,-1,-1,0,0,-1,2.021E+11,3,752,-1,D,2,2,0,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,28,4,2021,15:45:00,1,44,44213,2,2,1,2,Place Jeanne d'Arc,"473,848,500,000","-10,291,530,000",2.021E+11,126 378,B01,1,1,0,2,1,1,5,NULL,2.021E+11,167 090,126 379,A01,1,1,1,1,2003,0,2,6,9,0,0,-1,2.021E+11,3,752,-1,D,2,2,0,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,27,4,2021,09:10:00,1,35,35055,2,6,1,3,LANDES (RUE DES),"480,930,500,000","-16,179,800,000",2.021E+11,125 986,B01,1,1,0,2,1,15,5,NULL,2.021E+11,166 606,125 986,B01,1,1,4,1,1993,1,2,4,-1,-1,-1,-1,2.021E+11,4,LANDES (RUE DES),0,NULL,1,2,1,1,-1,-1,2,NULL,-1,1,5,1,50
2.021E+11,27,4,2021,09:10:00,1,35,35055,2,6,1,3,LANDES (RUE DES),"480,930,500,000","-16,179,800,000",2.021E+11,125 986,B01,1,1,0,2,1,15,5,NULL,2.021E+11,166 607,125 987,A01,1,1,1,1,1981,1,1,-1,-1,-1,-1,-1,2.021E+11,4,LANDES (RUE DES),0,NULL,1,2,1,1,-1,-1,2,NULL,-1,1,5,1,50
2.021E+11,13,4,2021,09:20:00,1,75,75110,2,2,1,3,AVENUE CLAUDE VELLEFAUX,"488,752,240,000","23,703,180,000",2.021E+11,122 723,B01,0,1,0,2,8,9,5,NULL,2.021E+11,162 414,122 722,A01,1,1,4,1,1976,1,2,6,-1,0,0,-1,2.021E+11,4,AVENUE CLAUDE VELLEFAUX,0,NULL,2,0,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,13,4,2021,09:20:00,1,75,75110,2,2,1,3,AVENUE CLAUDE VELLEFAUX,"488,752,240,000","23,703,180,000",2.021E+11,122 723,B01,0,1,0,2,8,9,5,NULL,2.021E+11,162 415,122 723,B01,1,1,4,2,1997,3,8,0,-1,0,0,-1,2.021E+11,4,AVENUE CLAUDE VELLEFAUX,0,NULL,2,0,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,10,4,2021,10:15:00,1,75,75114,2,1,2,3,BOULEVARD BRUNE,"488,253,250,000","23,163,800,000",2.021E+11,122 183,B01,2,1,0,2,1,1,5,NULL,2.021E+11,161 718,122 182,A01,1,1,1,2,1980,1,1,0,-1,0,0,-1,2.021E+11,4,BOULEVARD BRUNE,0,NULL,3,3,1,1,-1,-1,1,NULL,-1,2,-1,5,50
2.021E+11,10,4,2021,10:15:00,1,75,75114,2,1,2,3,BOULEVARD BRUNE,"488,253,250,000","23,163,800,000",2.021E+11,122 183,B01,2,1,0,2,1,1,5,NULL,2.021E+11,161 719,122 183,B01,1,1,4,1,1990,5,2,0,-1,0,0,-1,2.021E+11,4,BOULEVARD BRUNE,0,NULL,3,3,1,1,-1,-1,1,NULL,-1,2,-1,5,50
2.021E+11,2,4,2021,07:00:00,1,974,97415,2,1,1,3,47 rue St Louis,"-210,066,980,000","552,762,830,000",2.021E+11,120 108,C01,2,1,0,0,0,1,6,NULL,2.021E+11,158 958,120 106,B01,1,1,1,1,1965,4,0,-1,-1,0,0,-1,2.021E+11,4,NULL,-1,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,2,4,2021,07:00:00,1,974,97415,2,1,1,3,47 rue St Louis,"-210,066,980,000","552,762,830,000",2.021E+11,120 108,C01,2,1,0,0,0,1,6,NULL,2.021E+11,158 959,120 107,A01,1,1,2,1,2001,1,2,-1,-1,0,0,-1,2.021E+11,4,NULL,-1,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,2,4,2021,07:00:00,1,974,97415,2,1,1,3,47 rue St Louis,"-210,066,980,000","552,762,830,000",2.021E+11,120 108,C01,2,1,0,0,0,1,6,NULL,2.021E+11,158 960,120 108,C01,1,1,1,1,2006,2,8,-1,-1,0,0,-1,2.021E+11,4,NULL,-1,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,1,3,2021,15:10:00,1,69,69386,2,9,1,6,JULES FERRY                         (PL),"457,680,500,000","48,590,800,000",2.021E+11,116 464,B01,1,1,0,2,0,7,0,NULL,2.021E+11,154 303,116 463,A01,1,1,1,1,1971,4,1,-1,-1,-1,-1,-1,2.021E+11,4,JULES FERRY                         (PL),0,NULL,2,4,3,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,1,3,2021,15:10:00,1,69,69386,2,9,1,6,JULES FERRY                         (PL),"457,680,500,000","48,590,800,000",2.021E+11,116 464,B01,1,1,0,2,0,7,0,NULL,2.021E+11,154 304,116 464,B01,1,1,4,2,1960,9,2,0,-1,-1,-1,-1,2.021E+11,4,JULES FERRY                         (PL),0,NULL,2,4,3,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,1,3,2021,14:54:00,1,10,10387,2,6,1,3,GEORGES POMPIDOU (RUE),"482,879,020,000","40,812,250,000",2.021E+11,113 240,A01,2,1,0,2,1,26,0,NULL,2.021E+11,150 153,113 240,A01,1,1,4,1,1988,0,-1,0,-1,-1,-1,-1,2.021E+11,4,GEORGES POMPIDOU (RUE),0,NULL,1,1,2,1,-1,-1,2,NULL,-1,1,0,5,50
2.021E+11,1,3,2021,14:54:00,1,10,10387,2,6,1,3,GEORGES POMPIDOU (RUE),"482,879,020,000","40,812,250,000",2.021E+11,113 240,A01,2,1,0,2,1,26,0,NULL,2.021E+11,150 154,113 241,B01,1,1,1,1,1961,0,1,0,-1,-1,-1,-1,2.021E+11,4,GEORGES POMPIDOU (RUE),0,NULL,1,1,2,1,-1,-1,2,NULL,-1,1,0,5,50
2.021E+11,29,1,2021,09:10:00,1,75,75117,2,1,1,3,RUE BRUNEL,"488,765,350,000","22,888,010,000",2.021E+11,106 558,A01,2,1,1,2,7,18,5,NULL,2.021E+11,141 490,106 557,B01,1,1,1,1,1996,1,1,0,-1,0,0,-1,2.021E+11,4,RUE BRUNEL,0,NULL,1,1,0,2,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,29,1,2021,09:10:00,1,75,75117,2,1,1,3,RUE BRUNEL,"488,765,350,000","22,888,010,000",2.021E+11,106 558,A01,2,1,1,2,7,18,5,NULL,2.021E+11,141 491,106 558,A01,1,1,4,1,1973,2,2,0,-1,0,0,-1,2.021E+11,4,RUE BRUNEL,0,NULL,1,1,0,2,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,21,1,2021,18:57:00,5,74,74010,2,2,1,3,THONES (DE),"459,104,780,000","61,378,670,000",2.021E+11,104 876,B01,2,1,0,2,0,9,0,NULL,2.021E+11,139 213,104 875,A01,1,1,1,1,1961,4,1,0,-1,-1,-1,-1,2.021E+11,3,THONES (DE),0,NULL,2,4,0,1,0,0,1,NULL,-1,1,5,1,30
2.021E+11,21,1,2021,18:57:00,5,74,74010,2,2,1,3,THONES (DE),"459,104,780,000","61,378,670,000",2.021E+11,104 876,B01,2,1,0,2,0,9,0,NULL,2.021E+11,139 214,104 876,B01,1,1,2,2,1996,0,8,0,-1,-1,-1,-1,2.021E+11,3,THONES (DE),0,NULL,2,4,0,1,0,0,1,NULL,-1,1,5,1,30
2.021E+11,15,1,2021,16:58:00,1,87,87085,2,2,1,7,THUILLAT (RUE VICTOR),"458,455,300,000","12,559,100,000",2.021E+11,104 253,A01,2,1,0,0,0,1,5,NULL,2.021E+11,138 366,104 253,A01,1,1,4,1,1995,5,2,0,-1,-1,-1,-1,2.021E+11,4,CERAMIQUE (RUE DE LA),0,NULL,2,3,0,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,27,10,2021,20:30:00,5,75,75114,2,3,1,3,AVENUE DU GENERAL LECLERC,"488,246,990,000","23,259,710,000",2.021E+11,182 851,A01,2,1,0,2,8,1,5,NULL,2.021E+11,242 111,182 851,A01,1,1,4,2,1995,5,8,0,-1,0,0,-1,2.021E+11,4,AVENUE DU GENERAL LECLERC,0,NULL,2,3,1,1,-1,-1,1,NULL,-1,1,-1,5,30
2.021E+11,27,10,2021,20:30:00,5,75,75114,2,3,1,3,AVENUE DU GENERAL LECLERC,"488,246,990,000","23,259,710,000",2.021E+11,182 851,A01,2,1,0,2,8,1,5,NULL,2.021E+11,242 112,182 852,Z01,1,1,1,-1,NULL,-1,-1,-1,-1,-1,-1,-1,2.021E+11,4,AVENUE DU GENERAL LECLERC,0,NULL,2,3,1,1,-1,-1,1,NULL,-1,1,-1,5,30
2.021E+11,25,10,2021,17:00:00,1,35,35051,1,6,3,3,RD 29,"481,546,500,000","-16,245,400,000",2.021E+11,181 904,B01,1,1,0,2,1,1,5,NULL,2.021E+11,240 915,181 904,B01,1,1,4,1,1995,0,2,0,-1,-1,-1,-1,2.021E+11,7,RD 29,0,NULL,1,2,0,1,13,480,1,NULL,-1,2,9,1,50
2.021E+11,25,10,2021,17:00:00,1,35,35051,1,6,3,3,RD 29,"481,546,500,000","-16,245,400,000",2.021E+11,181 904,B01,1,1,0,2,1,1,5,NULL,2.021E+11,240 916,181 905,A01,1,1,1,1,1985,0,1,0,-1,-1,-1,-1,2.021E+11,7,RD 29,0,NULL,1,2,0,1,13,480,1,NULL,-1,2,9,1,50
2.021E+11,26,10,2021,06:55:00,1,987,98724,1,1,1,1,District de Maeva,"-166,992,370,000","-1,509,948,710,000",2.021E+11,181 768,B01,3,1,0,2,1,1,6,NULL,2.021E+11,240 734,181 767,A01,1,1,4,1,1983,3,2,-1,-1,0,0,-1,2.021E+11,2,110,-1,NULL,2,2,0,1,-1,-1,3,NULL,-1,1,0,1,60
2.021E+11,26,10,2021,06:55:00,1,987,98724,1,1,1,1,District de Maeva,"-166,992,370,000","-1,509,948,710,000",2.021E+11,181 768,B01,3,1,0,2,1,1,6,NULL,2.021E+11,240 735,181 768,B01,1,1,3,1,1974,5,0,-1,-1,0,0,-1,2.021E+11,2,110,-1,NULL,2,2,0,1,-1,-1,3,NULL,-1,1,0,1,60
2.021E+11,23,10,2021,12:10:00,1,1,1053,2,1,1,3,Rue des Pres de Brou,"462,010,600,000","52,428,100,000",2.021E+11,181 662,V01,3,1,0,2,4,19,5,NULL,2.021E+11,240 589,181 661,A01,1,1,1,1,2003,5,1,0,-1,-1,-1,-1,2.021E+11,4,PRES DE BROU ( RUE DES),0,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,23,10,2021,12:10:00,1,1,1053,2,1,1,3,Rue des Pres de Brou,"462,010,600,000","52,428,100,000",2.021E+11,181 662,V01,3,1,0,2,4,19,5,NULL,2.021E+11,240 590,181 662,V01,1,1,3,1,1965,3,8,0,-1,-1,-1,-1,2.021E+11,4,PRES DE BROU ( RUE DES),0,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,20,10,2021,16:20:00,1,76,76217,2,1,1,6,DUMAS (ALEXANDRE),"499,258,500,000","10,706,000,000",2.021E+11,180 642,A01,3,1,0,1,0,25,5,NULL,2.021E+11,239 225,180 642,A01,10,3,3,2,1930,5,0,-1,-1,5,1,1,2.021E+11,9,DUMAS (ALEXANDRE),0,NULL,-1,0,0,1,0,0,1,NULL,-1,1,6,4,30
2.021E+11,20,10,2021,16:20:00,1,76,76217,2,1,1,6,DUMAS (ALEXANDRE),"499,258,500,000","10,706,000,000",2.021E+11,180 642,A01,3,1,0,1,0,25,5,NULL,2.021E+11,239 226,180 642,A01,1,1,1,1,2007,5,8,-1,-1,-1,-1,-1,2.021E+11,9,DUMAS (ALEXANDRE),0,NULL,-1,0,0,1,0,0,1,NULL,-1,1,6,4,30
2.021E+11,16,10,2021,09:47:00,1,10,10387,2,2,5,6,QUATORZE JUILLET (RUE DU),"482,941,468,325","40,778,331,086",2.021E+11,178 739,B01,1,1,0,0,0,0,0,NULL,2.021E+11,236 736,178 739,B01,1,1,4,1,1994,0,0,0,-1,0,0,-1,2.021E+11,4,QUATORZE JUILLET (RUE DU),0,NULL,1,2,1,1,-1,-1,1,NULL,-1,1,0,5,50
2.021E+11,16,10,2021,09:47:00,1,10,10387,2,2,5,6,QUATORZE JUILLET (RUE DU),"482,941,468,325","40,778,331,086",2.021E+11,178 739,B01,1,1,0,0,0,0,0,NULL,2.021E+11,236 737,178 740,A01,1,1,1,2,1998,0,1,0,0,0,0,-1,2.021E+11,4,QUATORZE JUILLET (RUE DU),0,NULL,1,2,1,1,-1,-1,1,NULL,-1,1,0,5,50
2.021E+11,16,10,2021,08:36:00,1,75,75102,2,3,1,3,AVENUE DE L OPERA,"488,690,410,000","23,329,540,000",2.021E+11,178 706,B01,2,1,0,2,6,15,5,NULL,2.021E+11,236 695,178 705,A01,1,1,1,2,1996,4,1,0,-1,0,0,-1,2.021E+11,4,AVENUE DE L OPERA,0,NULL,2,4,3,1,-1,-1,1,NULL,-1,1,-1,6,30
2.021E+11,16,10,2021,08:36:00,1,75,75102,2,3,1,3,AVENUE DE L OPERA,"488,690,410,000","23,329,540,000",2.021E+11,178 706,B01,2,1,0,2,6,15,5,NULL,2.021E+11,236 696,178 706,B01,1,1,4,2,1994,9,8,0,-1,0,0,-1,2.021E+11,4,AVENUE DE L OPERA,0,NULL,2,4,3,1,-1,-1,1,NULL,-1,1,-1,6,30
2.021E+11,4,10,2021,16:30:00,1,75,75107,2,3,1,7,QUAI D ORSAY,"488,625,740,000","23,190,080,000",2.021E+11,174 484,A01,1,1,0,0,1,16,5,NULL,2.021E+11,231 278,174 484,A01,1,1,4,1,1972,9,8,8,-1,0,0,-1,2.021E+11,4,QUAI D ORSAY,0,NULL,2,4,1,1,-1,-1,1,NULL,-1,1,2,5,30
2.021E+11,25,9,2021,11:15:00,1,7,7130,1,1,1,1,N102,"447,240,250,000","40,049,670,000",2.021E+11,171 729,A01,1,1,0,2,1,1,5,NULL,2.021E+11,227 677,171 729,A01,1,1,3,1,1970,0,2,6,-1,0,0,-1,2.021E+11,2,102,-1,NULL,2,2,0,2,83,950,3,NULL,-1,1,0,1,80
2.021E+11,25,9,2021,11:15:00,1,7,7130,1,1,1,1,N102,"447,240,250,000","40,049,670,000",2.021E+11,171 729,A01,1,1,0,2,1,1,5,NULL,2.021E+11,227 678,171 730,B01,1,1,1,1,1948,5,1,-1,-1,0,0,-1,2.021E+11,2,102,-1,NULL,2,2,0,2,83,950,3,NULL,-1,1,0,1,80
2.021E+11,31,8,2021,13:55:00,1,49,49353,2,1,1,7,DAUTEL BOULEVARD,"474,434,600,000"," -0,4831200000",2.021E+11,163 000,A01,1,1,0,0,7,26,5,NULL,2.021E+11,216 281,163 000,A01,1,1,4,2,1938,5,2,0,-1,-1,-1,-1,2.021E+11,3,DAUTEL BOULEVARD,0,NULL,2,2,0,1,5,40,1,NULL,-1,1,0,1,50
2.021E+11,28,8,2021,19:30:00,1,60,60471,2,3,1,3,Rue du Monchel,"495,751,835,058","30,053,971,083",2.021E+11,162 025,B01,3,1,0,2,1,15,5,NULL,2.021E+11,214 940,162 024,A01,1,1,1,1,1978,0,1,-1,-1,0,0,-1,2.021E+11,4,0,0,R,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,28,8,2021,19:30:00,1,60,60471,2,3,1,3,Rue du Monchel,"495,751,835,058","30,053,971,083",2.021E+11,162 025,B01,3,1,0,2,1,15,5,NULL,2.021E+11,214 941,162 025,B01,1,1,3,1,2008,0,0,-1,-1,0,0,-1,2.021E+11,4,0,0,R,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,23,8,2021,11:00:00,1,17,17461,2,1,1,3,PARC DES SPORTS (AVENUE DU),"456,439,900,000","-10,679,300,000",2.021E+11,160 970,A01,3,1,0,2,4,25,5,NULL,2.021E+11,213 549,160 970,A01,1,1,4,1,1963,5,8,0,-1,-1,-1,-1,2.021E+11,4,PARC DES SPORTS (AVENUE DU),0,NULL,2,2,1,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,23,8,2021,11:00:00,1,17,17461,2,1,1,3,PARC DES SPORTS (AVENUE DU),"456,439,900,000","-10,679,300,000",2.021E+11,160 970,A01,3,1,0,2,4,25,5,NULL,2.021E+11,213 550,160 971,B01,1,1,1,1,1944,5,1,0,-1,-1,-1,-1,2.021E+11,4,PARC DES SPORTS (AVENUE DU),0,NULL,2,2,1,1,-1,-1,1,NULL,-1,1,0,1,30
2.021E+11,2,8,2021,16:05:00,1,988,98818,2,1,1,2,PROMENADE ROGER LAROQUE,"-223,036,200,000","1,664,464,200,000",2.021E+11,160 504,B01,1,1,0,2,1,21,5,NULL,2.021E+11,212 904,160 503,A01,1,1,1,1,1947,3,1,1,-1,0,0,-1,2.021E+11,4,PROMENADE ROGER LAROQUE,0,NULL,3,4,0,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,2,8,2021,16:05:00,1,988,98818,2,1,1,2,PROMENADE ROGER LAROQUE,"-223,036,200,000","1,664,464,200,000",2.021E+11,160 504,B01,1,1,0,2,1,21,5,NULL,2.021E+11,212 905,160 504,B01,1,1,3,1,1962,5,2,2,-1,0,0,-1,2.021E+11,4,PROMENADE ROGER LAROQUE,0,NULL,3,4,0,1,0,0,1,NULL,-1,1,0,1,50
2.021E+11,17,8,2021,13:45:00,1,54,54578,2,1,1,2,MULLER (AVENUE PAUL),"486,682,023,228","61,474,279,805",2.021E+11,159 244,A01,1,1,0,2,1,2,5,NULL,2.021E+11,211 168,159 243,B01,1,1,1,2,1973,0,1,0,-1,0,0,-1,2.021E+11,4,MULLER (AVENUE PAUL),0,NULL,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,17,8,2021,13:45:00,1,54,54578,2,1,1,2,MULLER (AVENUE PAUL),"486,682,023,228","61,474,279,805",2.021E+11,159 244,A01,1,1,0,2,1,2,5,NULL,2.021E+11,211 169,159 244,A01,1,1,4,2,2002,1,2,0,-1,0,0,-1,2.021E+11,4,MULLER (AVENUE PAUL),0,NULL,2,2,0,2,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,16,8,2021,13:05:00,1,69,69388,2,3,1,3,FRERES LUMIERE (DES) (AV),"457,458,700,000","48,636,100,000",2.021E+11,159 003,B01,1,1,0,2,3,1,5,NULL,2.021E+11,210 827,159 002,A01,1,1,1,1,1970,0,1,-1,-1,-1,-1,-1,2.021E+11,4,FRERES LUMIERE (DES)                (AV),0,NULL,1,1,2,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,16,8,2021,13:05:00,1,69,69388,2,3,1,3,FRERES LUMIERE (DES) (AV),"457,458,700,000","48,636,100,000",2.021E+11,159 003,B01,1,1,0,2,3,1,5,NULL,2.021E+11,210 828,159 003,B01,1,1,4,2,1963,9,8,-1,-1,-1,-1,-1,2.021E+11,4,FRERES LUMIERE (DES)                (AV),0,NULL,1,1,2,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,13,8,2021,07:00:00,1,1,1043,2,6,1,3,intersection d1084 et d1084A,"458,333,440,000","49,935,870,000",2.021E+11,158 787,A01,1,1,0,2,7,1,5,NULL,2.021E+11,210 522,158 786,B01,1,1,1,2,1992,1,1,-1,-1,0,0,-1,2.021E+11,3,1084,-1,NULL,-1,2,1,1,6,710,3,NULL,-1,1,0,5,50
2.021E+11,13,8,2021,07:00:00,1,1,1043,2,6,1,3,intersection d1084 et d1084A,"458,333,440,000","49,935,870,000",2.021E+11,158 787,A01,1,1,0,2,7,1,5,NULL,2.021E+11,210 523,158 787,A01,1,1,4,1,1972,1,4,-1,-1,0,0,-1,2.021E+11,3,1084,-1,NULL,-1,2,1,1,6,710,3,NULL,-1,1,0,5,50
2.021E+11,9,8,2021,12:43:00,1,3,3044,1,2,2,3,D1093,"460,698,330,000","33,805,970,000",2.021E+11,156 886,B01,2,1,0,2,1,1,5,NULL,2.021E+11,207 898,156 886,B01,1,1,3,1,1958,5,0,-1,-1,0,0,-1,2.021E+11,3,1093,-1,D,2,2,0,1,7,600,1,NULL,-1,2,5,1,90
2.021E+11,9,8,2021,12:43:00,1,3,3044,1,2,2,3,D1093,"460,698,330,000","33,805,970,000",2.021E+11,156 886,B01,2,1,0,2,1,1,5,NULL,2.021E+11,207 899,156 887,A01,1,1,1,2,1999,4,1,-1,-1,0,0,-1,2.021E+11,3,1093,-1,D,2,2,0,1,7,600,1,NULL,-1,2,5,1,90
2.021E+11,17,7,2021,19:10:00,1,33,33366,2,9,1,3,Avenue Jules Ferry,"450,012,620,000"," -0,4299450000",2.021E+11,150 639,B01,2,1,0,2,8,26,5,NULL,2.021E+11,199 186,150 639,B01,1,1,3,2,2014,5,0,-1,-1,0,0,-1,2.021E+11,3,0,-1,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,17,7,2021,19:10:00,1,33,33366,2,9,1,3,Avenue Jules Ferry,"450,012,620,000"," -0,4299450000",2.021E+11,150 639,B01,2,1,0,2,8,26,5,NULL,2.021E+11,199 187,150 640,A01,1,1,1,1,1996,5,1,-1,-1,0,0,-1,2.021E+11,3,0,-1,NULL,2,2,0,1,-1,-1,1,NULL,-1,1,0,1,50
2.021E+11,23,6,2021,19:30:00,1,92,92044,2,9,1,6,JEAN JAURES(RUE) 1A55 ET 2A54,"488,930,492,497","22,943,047,943",2.021E+11,143 276,A01,1,1,0,1,1,1,5,NULL,2.021E+11,189 240,143 276,A01,10,3,4,1,2012,9,0,-1,-1,5,5,2,2.021E+11,4,JEAN JAURES(RUE) 1A55 ET 2A54,0,NULL,1,1,0,1,0,0,1,NULL,-1,1,0,1,50
