RESEAU;STATUT;created_user;created_date;last_edited_user;last_edited_date;st_length(shape);geo_shape;geo_point_2d
vélopolitain;existant;;;;;4000.3622769939593;"{""coordinates"": [[2.3991069996771412, 48.84800299980965], [2.399037000039088, 48.847459000345026], [2.399064000407313, 48.847235999837906], [2.4022079995136374, 48.84509000026854], [2.400276999983734, 48.83993599957986], [2.4001050006580695, 48.83977300045213], [2.3971869993459642, 48.839631999873234], [2.396392999660357, 48.8396460003083], [2.3943110001366192, 48.83944800014064], [2.388207000389948, 48.83893299969775], [2.3793450003791414, 48.84043700033471], [2.375975999422634, 48.838635999855626], [2.3737549995663034, 48.83744299970004], [2.3705040001022515, 48.83584699979734], [2.363348000625972, 48.83335399996445]], ""type"": ""LineString""}";48.83945623515177, 2.3855010959216876
vélopolitain;existant;;;;;1152.2206627922576;"{""coordinates"": [[2.258463000459243, 48.84822500008429], [2.2579480001675885, 48.84884600016289], [2.258635000294932, 48.85051199996574], [2.262540000519327, 48.85648500015791], [2.2625610004806207, 48.856794999599636], [2.263075999968369, 48.85785399962773]], ""type"": ""LineString""}";48.85301729920967, 2.2603362677016934
vélopolitain;existant;;;;;809.2531544311057;"{""coordinates"": [[2.469906999390824, 48.836306000018475], [2.4596930003679556, 48.839046000045975]], ""type"": ""LineString""}";48.837676000032225, 2.4647999998793897
vélopolitain;à réaliser;;;;;68.8418577769687;"{""coordinates"": [[2.3857279996385645, 48.89764299988523], [2.3861790001260355, 48.89818599987079]], ""type"": ""LineString""}";48.89791449987802, 2.3859534998822998
secondaire;existant;;;;;1010.9912948510241;"{""coordinates"": [[2.41004500041521, 48.864948000025855], [2.411198999522176, 48.86520499960952], [2.411503999422137, 48.86552300041621], [2.4114019998438487, 48.86572400013441], [2.411487999732123, 48.865829999980825], [2.411220000196241, 48.86674000000365], [2.4110699993454636, 48.868229000393825], [2.4107690004715243, 48.87123899980993], [2.4106570002876055, 48.872262999886914], [2.410334999837784, 48.87336000037582]], ""type"": ""LineString""}";48.86870155851678, 2.410928157912761
vélopolitain;existant;;;;;1866.4994318654306;"{""coordinates"": [[2.3018929997935316, 48.824941999654726], [2.3022150000783363, 48.82564800004272], [2.3024729998290483, 48.8260929997206], [2.303224000306051, 48.82656699997398], [2.3040070003336326, 48.82755599975394], [2.3048009999340278, 48.828098999720275], [2.3058089995544053, 48.82878399989211], [2.306088000318904, 48.82893999996567], [2.309241999789858, 48.83152500002489], [2.311367000336742, 48.83274699959009], [2.313587999637412, 48.834406000441646], [2.3153790006159283, 48.835515000386735], [2.315303999873263, 48.8359250001908], [2.3153580002055056, 48.83614300031921], [2.315486999854435, 48.83634100038994], [2.316914000410207, 48.8372950001203], [2.317310999509859, 48.83731599958332], [2.3178359998027767, 48.83725899962851]], ""type"": ""LineString""}";48.831587349923396, 2.309655173724454
secondaire;à réaliser;;;;;1462.0697848398502;"{""coordinates"": [[2.2948980006609188, 48.88768999965888], [2.2985669994059723, 48.889960999816516], [2.304918999933391, 48.89394000005606], [2.3072580005764567, 48.89529400041888], [2.3098330002546033, 48.89635199963045]], ""type"": ""LineString""}";48.89221082843792, 2.302266880067714
secondaire;existant;;;;;1527.3487523312322;"{""coordinates"": [[2.242476999358942, 48.84840800044013], [2.2454380002016934, 48.85130300025622], [2.2476270006773658, 48.85284200005184], [2.2495790002097524, 48.85383000009], [2.250887999505752, 48.8548329997568], [2.2527340001676577, 48.85665400003666], [2.253934999552425, 48.85743099966861], [2.2553299997272673, 48.85800900003135], [2.256423999679936, 48.858348000297056]], ""type"": ""LineString""}";48.85377207612926, 2.2492049396810976
secondaire;existant;;;;;696.2486307251572;"{""coordinates"": [[2.270028999862327, 48.87734699993253], [2.270522000493988, 48.87573800012171], [2.2708229995994604, 48.87486299961827], [2.2713590000089625, 48.87388900035812], [2.272517999485155, 48.87294399993324], [2.2742769993377157, 48.872040000241505]], ""type"": ""LineString""}";48.87428431031408, 2.271656733659029
secondaire;à réaliser;;;;;1697.5126248808342;"{""coordinates"": [[2.337297999587903, 48.89790400008047], [2.338629000491121, 48.89671899990728], [2.334938000253283, 48.891668000236855], [2.3327060002971307, 48.887916000358175], [2.332405999466232, 48.88633499985849], [2.329531000419523, 48.884614000172625]], ""type"": ""LineString""}";48.891069257367754, 2.3346460604915573
vélopolitain;à réaliser;;;;;3052.5441784049845;"{""coordinates"": [[2.300734999657606, 48.89248700042765], [2.3038669997177035, 48.8900600003916], [2.3047689997914613, 48.88723800024697], [2.3103899998311457, 48.882581999857074], [2.3197460003337436, 48.87487700034248], [2.3234370001757276, 48.8698809998692]], ""type"": ""LineString""}";48.881332893794166, 2.312101645854533
vélopolitain;à réaliser;;;;;1207.2066461069876;"{""coordinates"": [[2.344185999872891, 48.9014160000952], [2.344272000144321, 48.898115000276526], [2.3497650003402377, 48.89148499979397]], ""type"": ""LineString""}";48.896176484512004, 2.346245223904931
vélopolitain;à réaliser;;;;;719.5641678823981;"{""coordinates"": [[2.3761370006195404, 48.8384390003568], [2.3752570006415312, 48.839215000101106], [2.370687000489985, 48.843112999608714], [2.3704080004774606, 48.843289999761744], [2.3706969999188785, 48.84354400043036]], ""type"": ""LineString""}";48.84101176747014, 2.3731575831348315
secondaire;à réaliser;;;;;1245.1450355832596;"{""coordinates"": [[2.2870019993864488, 48.86246999998728], [2.286379000630051, 48.86194800029352], [2.281101000252399, 48.86026800024567], [2.2777960005941242, 48.859392999926776], [2.274470000377293, 48.858135999705446], [2.2717669995634235, 48.85826299963054]], ""type"": ""LineString""}";48.85988073908642, 2.2794945932535677
vélopolitain;existant;;;;;861.9834993161413;"{""coordinates"": [[2.307129000546738, 48.827308000197064], [2.31263299972135, 48.826090000025246], [2.315266999440308, 48.82547499997437], [2.3182549997567974, 48.82483299964211]], ""type"": ""LineString""}";48.8260672501607, 2.3126913236789632
vélopolitain;existant;;;;;1333.4795794726692;"{""coordinates"": [[2.3557949996816965, 48.830938999779356], [2.3594000001985522, 48.819185000284364]], ""type"": ""LineString""}";48.82506200003186, 2.357597499940124
secondaire;existant;;;;;344.1844249199625;"{""coordinates"": [[2.331890999434037, 48.87611899974524], [2.333093000346953, 48.873126999756316]], ""type"": ""LineString""}";48.87462299975078, 2.332491999890495
secondaire;existant;;;;;3713.1386433496036;"{""coordinates"": [[2.4453589996846747, 48.82068299981269], [2.4416689999265917, 48.82119100027168], [2.4393940000402154, 48.82136099956445], [2.43694800040138, 48.82172799979412], [2.434672999467832, 48.82226499963409], [2.4335999997541577, 48.822857999614406], [2.432549000502983, 48.82391799973402], [2.431433000584313, 48.825882000247795], [2.430037999596745, 48.82913100008175], [2.429437999679041, 48.83163099964289], [2.4294160004427026, 48.8323790002389], [2.429717000021446, 48.83331200013642], [2.4302099994842807, 48.83461100034085], [2.430595999516984, 48.83561399978863], [2.430618000528644, 48.83723799985004], [2.430532000270149, 48.83846700039459], [2.430209999642634, 48.83905999978946], [2.42980199950267, 48.83939899971995], [2.4288580000490145, 48.840132999576106], [2.4278279997110723, 48.8405849996235], [2.4258540005838762, 48.84108000008704], [2.424685000066583, 48.84164399960802], [2.4243630003887033, 48.84182099990124], [2.4239279998829173, 48.84213500009854], [2.4232200004697084, 48.84279900002314], [2.4228720004520445, 48.842967999654775], [2.4222330000533407, 48.84320800033095], [2.421150000032104, 48.84331099974013], [2.419927000076402, 48.84342699969247]], ""type"": ""LineString""}";48.83103012814444, 2.4317204036982143
secondaire;à réaliser;;;;;289.8517960040603;"{""coordinates"": [[2.3596680001562462, 48.86472900023251], [2.36149199965726, 48.8664859996445], [2.361920999858524, 48.86672599985513], [2.361921000601758, 48.86683199990538]], ""type"": ""LineString""}";48.86580397916517, 2.360802320624917
secondaire;à réaliser;;;;;312.8851278743574;"{""coordinates"": [[2.2420479996760614, 48.84913599976254], [2.24210099946843, 48.84849999983217], [2.241908000351539, 48.84832400000315], [2.2417690000515984, 48.848218000001765], [2.24171500065443, 48.848063000436], [2.241769000408118, 48.84797099993278], [2.241918999508863, 48.84787899974982], [2.2423590006743166, 48.8478079999832], [2.242573000241004, 48.84792099999646], [2.2427880000928706, 48.84804100033463], [2.2428419996589284, 48.84822499955467], [2.2427339999695666, 48.84838700017389], [2.2425840003440203, 48.84843000012027], [2.2421549998103707, 48.8484859996635]], ""type"": ""LineString""}";48.84827068696196, 2.2422442671017815
vélopolitain;existant;;;;;1957.105755386624;"{""coordinates"": [[2.3496149993606945, 48.88359799991658], [2.3572539997845943, 48.874905000251374], [2.363175999574984, 48.868440999772034]], ""type"": ""LineString""}";48.87598499706636, 2.3563570467587276
vélopolitain;existant;;;;;591.5800749683233;"{""coordinates"": [[2.370880000353888, 48.849495999565214], [2.3734549998191246, 48.848098000276174], [2.377338000372033, 48.84631899965304]], ""type"": ""LineString""}";48.847854832690416, 2.3740826767180647
secondaire;à réaliser;;;;;1313.5986494039757;"{""coordinates"": [[2.2576050004468837, 48.84528800003928], [2.266616999778612, 48.84517500018577], [2.2737409999620484, 48.847490999884634], [2.2744700003989657, 48.84709499989419]], ""type"": ""LineString""}";48.84580620754126, 2.266171861884817
vélopolitain;existant;;;;;1958.4881908638768;"{""coordinates"": [[2.385684999643417, 48.89769199971228], [2.382144999336831, 48.89458900038631], [2.3814259999871017, 48.89426400020137], [2.368647999438073, 48.884161999996486]], ""type"": ""LineString""}";48.89089874539307, 2.3771998117243953
vélopolitain;existant;;;;;837.9017033927438;"{""coordinates"": [[2.349614999405721, 48.89141500025626], [2.349528999962949, 48.883880000367846]], ""type"": ""LineString""}";48.887647500312056, 2.349571999684335
vélopolitain;à réaliser;;;;;563.6359554326581;"{""coordinates"": [[[2.257700999953003, 48.837562999621596], [2.2585219998530075, 48.83734800000294], [2.263960999327553, 48.83655999966077]], [[2.261831999811102, 48.83470300029122], [2.2611770005326055, 48.83401800002293]]], ""type"": ""MultiLineString""}";48.8366752921783, 2.260911405627891
secondaire;existant;;;;;428.36528861522515;"{""coordinates"": [[2.308201999728018, 48.82353599982081], [2.3111409998482384, 48.82504100040069], [2.3125680001140037, 48.8260720003631]], ""type"": ""LineString""}";48.82472945389915, 2.310430649629884
secondaire;à réaliser;;;;;1291.005267620691;"{""coordinates"": [[2.382938999735577, 48.867016000033644], [2.374957000482609, 48.86510999963086], [2.37197399957316, 48.864558999607226], [2.37060100051929, 48.86393800043162], [2.366866999803612, 48.86246999971725]], ""type"": ""LineString""}";48.864993019426564, 2.374821539976741
secondaire;à réaliser;;;;;562.1352334677986;"{""coordinates"": [[2.388690000560809, 48.82502000036484], [2.387381000198249, 48.82442599997026], [2.3860500002718914, 48.82414399970297], [2.384933999604971, 48.824257000292604], [2.3838620000136697, 48.824808000112576], [2.382596000291966, 48.82538699983521], [2.3820809995507988, 48.8256410003871]], ""type"": ""LineString""}";48.82466150890018, 2.3853567672574862
secondaire;existant;;;;;458.03536975562764;"{""coordinates"": [[2.3143820003121047, 48.822405999636445], [2.3196390002969585, 48.824623999821625]], ""type"": ""LineString""}";48.823514999729035, 2.317010500304532
secondaire;existant;;;;;1086.0596879620834;"{""coordinates"": [[2.3472549996397802, 48.82254800008667], [2.350302000498622, 48.82571200035716], [2.352834000325502, 48.828227000084325], [2.3550220002837774, 48.830853999935115]], ""type"": ""LineString""}";48.82664586879517, 2.351200279832037
secondaire;existant;;;;;1026.4226767364205;"{""coordinates"": [[2.258613000144195, 48.85837599991983], [2.260093999749081, 48.85837600003156], [2.2614240002000168, 48.8582209996596], [2.263247999345793, 48.85771299955884], [2.2661450004202757, 48.85689400025766], [2.2700070005827313, 48.85833399980957], [2.27159500035115, 48.858278000031426]], ""type"": ""LineString""}";48.85782824025986, 2.2651412173422054
secondaire;à réaliser;;;;;3294.054302869935;"{""coordinates"": [[2.3190160004314526, 48.86245599968041], [2.319702999531953, 48.86211700016419], [2.3239519995768005, 48.85745899988571], [2.325710999379949, 48.856102999875894], [2.3275139994830214, 48.85531299976543], [2.3429199996946, 48.85138800010748], [2.350258999797074, 48.849579999609446], [2.356824999712842, 48.84932599981151]], ""type"": ""LineString""}";48.85365123225333, 2.33690755434737
secondaire;à réaliser;;;;;348.0229624590161;"{""coordinates"": [[2.389205000350733, 48.83907399968643], [2.3866939996280467, 48.841728999569966]], ""type"": ""LineString""}";48.8404014996282, 2.3879494999893898
secondaire;à réaliser;;;;;1341.4059062573917;"{""coordinates"": [[2.39819499987004, 48.86505399989665], [2.4044389997027436, 48.87172999995627], [2.4102969999869504, 48.873423000269696]], ""type"": ""LineString""}";48.87006642421852, 2.4037383024599546
secondaire;à réaliser;;;;;3565.941110086669;"{""coordinates"": [[2.3729609995307106, 48.84864899999031], [2.3745060004524974, 48.849749999751324], [2.3761369996550075, 48.851443999722385], [2.379870000239998, 48.857600000193415], [2.3796129995700173, 48.85870099999052], [2.3782829999008355, 48.86081899992085], [2.371072999536097, 48.86990900001825], [2.369527999934423, 48.872026000190445], [2.370428999740072, 48.87386099960267], [2.3700859996148016, 48.87784100035753]], ""type"": ""LineString""}";48.86271710928836, 2.3747155878592827
vélopolitain;existant;;;;;521.7483759799976;"{""coordinates"": [[2.3758789999869903, 48.85131700017822], [2.3734969998133355, 48.851867999770725], [2.371866999566045, 48.85240400035115], [2.371029999359232, 48.85288400017469], [2.370665000396894, 48.85316700028343], [2.370172000406202, 48.85333599997331], [2.3696349995951853, 48.853322000383216]], ""type"": ""LineString""}";48.852255532047714, 2.372711312555732
vélopolitain;à réaliser;;;;;94.62797503733404;"{""coordinates"": [[2.2784189994017936, 48.83605200015483], [2.2796309998929045, 48.835762000135226]], ""type"": ""LineString""}";48.83590700014503, 2.279024999647349
vélopolitain;à réaliser;;;;;1288.8412460600314;"{""coordinates"": [[2.3233940000447513, 48.86986699955286], [2.3239089999749605, 48.86923200000978], [2.339873000203909, 48.87192700013647]], ""type"": ""LineString""}";48.87052998563455, 2.3314949087253067
vélopolitain;existant;;;;;352.70978386852624;"{""coordinates"": [[2.411156000170455, 48.84705299955597], [2.415919000245859, 48.846629000025054]], ""type"": ""LineString""}";48.846840999790516, 2.413537500208157
vélopolitain;existant;;;;;1086.244024486244;"{""coordinates"": [[2.384783999506642, 48.886646000108286], [2.3985389994869464, 48.890271999562046]], ""type"": ""LineString""}";48.888458999835166, 2.391661499496794
vélopolitain;existant;;;;;3012.9598292897467;"{""coordinates"": [[2.291272000128739, 48.8603179996177], [2.2934820001206457, 48.8622019999733], [2.295841999872132, 48.86302100003488], [2.299532999732583, 48.8637550001067], [2.3017640000884585, 48.86412199975413], [2.310389999439449, 48.864404000066486], [2.31832999975282, 48.8644319999378], [2.319938999749387, 48.863953000034215], [2.3203249994193684, 48.86422099964385], [2.3289939998807085, 48.86129899966375]], ""type"": ""LineString""}";48.863509878597775, 2.3099489062284277
vélopolitain;existant;;;;;616.7463295948074;"{""coordinates"": [[2.291399999822602, 48.875032000297836], [2.2921940002510306, 48.87491899996621], [2.2985460005183778, 48.87287299982024], [2.2987820003344512, 48.872562000175215]], ""type"": ""LineString""}";48.873947573510414, 2.2951691872784625
vélopolitain;existant;;;;;2899.820452531066;"{""coordinates"": [[2.3584770003633455, 48.876217999776856], [2.360214999558775, 48.87590700041065], [2.360687000114862, 48.87633099971932], [2.3622539993261356, 48.878884999722544], [2.3621460004663986, 48.880000000314915], [2.3622539993265312, 48.880606999940106], [2.3630909997729437, 48.88191899982912], [2.3646350000108365, 48.88447300001192], [2.366694999938789, 48.88667400009398], [2.367318000232234, 48.88811299990248], [2.368047000596066, 48.88976399995344], [2.3694420004950283, 48.89309299964793], [2.3699570000786494, 48.89409499984948], [2.3704929995951045, 48.89463100043357], [2.371931000005984, 48.895307999688875], [2.3712550003217623, 48.89576700027792], [2.3706650001864595, 48.89622500008728], [2.370493000396969, 48.89647900031673], [2.3704399999516057, 48.89854600034004]], ""type"": ""LineString""}";48.886743636383, 2.3660372408931867
secondaire;existant;;;;;555.4550338455336;"{""coordinates"": [[2.3598289996494346, 48.86862500018042], [2.3604400005329267, 48.86941499960206], [2.3611490006343754, 48.87048100031645], [2.361739000542776, 48.87119300036038], [2.3626450005719595, 48.872011999604], [2.3634019993339535, 48.872661000331824], [2.363712999497175, 48.87288000026788]], ""type"": ""LineString""}";48.870873664576145, 2.3616427221126166
vélopolitain;existant;;;;;2016.5394844124412;"{""coordinates"": [[2.3836900001068178, 48.89592199972392], [2.385621000571352, 48.8926069995926], [2.3854390005061843, 48.89236699974965], [2.3852459994133395, 48.89205600029517], [2.3852780005748726, 48.89183100019233], [2.3853099996734386, 48.89163999970283], [2.3852989999006335, 48.891549000438715], [2.379140999884864, 48.888472999676864], [2.378829999755399, 48.88875499979255], [2.369914000018992, 48.88429600040564], [2.369431000660702, 48.884253999615254], [2.3692059993242287, 48.88417700022296], [2.368981000403921, 48.884119999650615]], ""type"": ""LineString""}";48.88906168180776, 2.3788323874481714
vélopolitain;existant;;;;;1590.4647909573023;"{""coordinates"": [[2.3705039996771458, 48.88292099961359], [2.3711689994331886, 48.883682999791475], [2.3799780005735025, 48.88792999979189], [2.3795699994606334, 48.88828200022299], [2.386619000250088, 48.89172500044885]], ""type"": ""LineString""}";48.88745615238048, 2.378518779357988
secondaire;à réaliser;;;;;2016.8839888302193;"{""coordinates"": [[2.301507000613666, 48.847943000434284], [2.305969999859081, 48.85096399973148], [2.314810999744654, 48.85184000021176], [2.319016000665915, 48.85168400014974], [2.3269559993247326, 48.85167000020469]], ""type"": ""LineString""}";48.85114453002205, 2.313857625459066
secondaire;existant;;;;;1995.9284301996995;"{""coordinates"": [[2.4361749993551354, 48.8403030003371], [2.4365829994567934, 48.84052900014466], [2.4388359993741564, 48.84043000013965], [2.446345999794416, 48.839737999699096], [2.4478270000748696, 48.8395969999104], [2.4509380005322177, 48.83805699980109], [2.4520330002136244, 48.83744999992101], [2.4532990000669113, 48.83677199998216], [2.454522000190638, 48.836659000356356], [2.4548859997397847, 48.83719600002377], [2.4555300003003255, 48.838001000040805], [2.45666699976124, 48.83858000018559], [2.4580190000674595, 48.838777999608595], [2.4591780002106884, 48.83887600038167], [2.4600579996087717, 48.83887599971346]], ""type"": ""LineString""}";48.83904085486149, 2.4483832473975955
secondaire;existant;;;;;466.6616319126599;"{""coordinates"": [[2.252069000037128, 48.83863600001918], [2.2552229994581765, 48.834992000235694]], ""type"": ""LineString""}";48.83681400012743, 2.2536459997476523
secondaire;existant;;;;;175.22791127961548;"{""coordinates"": [[2.3491430006087763, 48.86384699973886], [2.3514180006635512, 48.86432699994266]], ""type"": ""LineString""}";48.864086999840765, 2.350280500636164
secondaire;existant;;;;;2114.806767568553;"{""coordinates"": [[2.367597000166165, 48.841841999653276], [2.3695709995476055, 48.83921500044578], [2.370256999335647, 48.83808499973355], [2.3708150003743516, 48.83701199987822], [2.371202000065684, 48.83622100044831], [2.3767809998014515, 48.83043000021927], [2.381200999320516, 48.82593800010619], [2.382144999335677, 48.825655999841494]], ""type"": ""LineString""}";48.833275306774055, 2.374405066607397
secondaire;à réaliser;;;;;307.07388027604884;"{""coordinates"": [[2.3658590006713376, 48.88174999979219], [2.3684979996923867, 48.88389399988359]], ""type"": ""LineString""}";48.88282199983788, 2.367178500181862
secondaire;à réaliser;;;;;1422.2207572446928;"{""coordinates"": [[2.394504999485115, 48.85655500042479], [2.396692999661222, 48.85678100024383], [2.398002000376487, 48.856978999798336], [2.3991819999456605, 48.85747300020081], [2.40448199994907, 48.86040899988877], [2.4082590005411704, 48.86424899995555], [2.408730999622606, 48.864461000335346]], ""type"": ""LineString""}";48.859604730202925, 2.402076605195355
secondaire;à réaliser;;;;;641.59407401718;"{""coordinates"": [[2.3193599994115366, 48.89124500014452], [2.327641999502233, 48.89310700021696]], ""type"": ""LineString""}";48.89217600018074, 2.3235009994568845
secondaire;à réaliser;;;;;1240.59801790357;"{""coordinates"": [[2.4199530006451937, 48.82404500002683], [2.419824999710388, 48.826078999967486], [2.4196530002015773, 48.826927000175374], [2.4192240002203813, 48.82785900017024], [2.419567000643011, 48.82876300038963], [2.4203399997958597, 48.82995000000777], [2.4205969998128323, 48.831052000261764], [2.4203819995532583, 48.832915999552704], [2.4202969993679897, 48.833961000016785], [2.4198249997312313, 48.83495000018879]], ""type"": ""LineString""}";48.82951751491177, 2.4200168264245967
vélopolitain;à réaliser;;;;;575.0360949646862;"{""coordinates"": [[2.229151999400837, 48.86193399988592], [2.230268000629578, 48.86177899985881], [2.230953999689079, 48.862695999659756], [2.2324349997311197, 48.86365600040717], [2.2333999999250556, 48.86424900010533], [2.234495000123209, 48.865152000275465]], ""type"": ""LineString""}";48.863249118328476, 2.231862380883628
vélopolitain;à réaliser;;;;;216.23807746415326;"{""coordinates"": [[2.31807200059558, 48.83732299991979], [2.3164840003077085, 48.838961000099744]], ""type"": ""LineString""}";48.83814200000977, 2.317278000451644
vélopolitain;à réaliser;;;;;869.8207288706894;"{""coordinates"": [[2.3269240003126206, 48.875680999803926], [2.3269770001643098, 48.87792500008517], [2.327299000040602, 48.88349900019318]], ""type"": ""LineString""}";48.87959110917718, 2.3270842352284573
vélopolitain;existant;;;;;319.995040270834;"{""coordinates"": [[2.3290909997151434, 48.898157999796865], [2.3301419995593182, 48.90095099955053]], ""type"": ""LineString""}";48.8995544996737, 2.329616499637231
vélopolitain;à réaliser;;;;;139.0924114512657;"{""coordinates"": [[2.33772499973806, 48.82055199976353], [2.3395109993192826, 48.820135000348635]], ""type"": ""LineString""}";48.82034350005608, 2.3386179995286716
vélopolitain;à réaliser;;;;;2786.1675568340424;"{""coordinates"": [[2.336868999820611, 48.834582999556524], [2.3413320000464415, 48.84150300000398], [2.3414179999008584, 48.84328300030323], [2.3454949999076122, 48.85070999955876], [2.349615000398156, 48.85807999999281]], ""type"": ""LineString""}";48.846273889739265, 2.3432718540658555
secondaire;existant;;;;;293.52322646580427;"{""coordinates"": [[2.4139880006094288, 48.86760799993702], [2.4115420003455514, 48.86551899994348]], ""type"": ""LineString""}";48.866563499940256, 2.4127650004774903
secondaire;existant;;;;;1915.1402045734173;"{""coordinates"": [[2.4064990004369253, 48.82740700033216], [2.4077870002566826, 48.82704000027444], [2.408988000343722, 48.826968999569544], [2.4101040000639484, 48.82702600028837], [2.4116489995935133, 48.82716700028416], [2.41248600017561, 48.82720900016126], [2.413451999998596, 48.82711099972841], [2.4151039998589754, 48.826913000211285], [2.4168849997339, 48.8269270001493], [2.417978999392006, 48.827153000400216], [2.4187949998683185, 48.827406999723316], [2.4195240003503424, 48.8277740003881], [2.420210999852192, 48.82840999974287], [2.4212620001580722, 48.82894699968154], [2.422335000620281, 48.829272000387114], [2.4233439998534787, 48.82945500009975], [2.424631000306116, 48.82963899981964], [2.4257470005494794, 48.829949999692104], [2.42662700060716, 48.83021800043292], [2.4276139995668493, 48.83065600024566], [2.4283219995275283, 48.831192999662505], [2.4288580006653553, 48.83167299992631], [2.429415999708203, 48.83233699993971]], ""type"": ""LineString""}";48.82836259109461, 2.4183372804821746
secondaire;existant;;;;;197.20299063289542;"{""coordinates"": [[2.390244999550167, 48.83709699960628], [2.3877130005617944, 48.83650400014774]], ""type"": ""LineString""}";48.836800499877015, 2.388979000055981
secondaire;à réaliser;;;;;114.62173054556189;"{""coordinates"": [[2.37772499983447, 48.82054800041759], [2.377950000102048, 48.82087300014858], [2.3788940003449532, 48.82112799979085]], ""type"": ""LineString""}";48.82091701676942, 2.3782537381386586
secondaire;à réaliser;;;;;194.66504196619502;"{""coordinates"": [[2.4145249996514413, 48.84397500033609], [2.4147389999358393, 48.84508999979456], [2.415640000441652, 48.84528800016157]], ""type"": ""LineString""}";48.84482679804321, 2.4148819179364502
secondaire;à réaliser;;;;;1330.4716043805906;"{""coordinates"": [[2.35064499978363, 48.83855200002032], [2.351654000652163, 48.840331000414714], [2.351867999984401, 48.841080000165576], [2.35231899994816, 48.84400300030687], [2.352425999801551, 48.84458200004189], [2.3517820001912972, 48.846220000398425], [2.351395999944552, 48.84698200043164], [2.3490789994922, 48.84989100027564]], ""type"": ""LineString""}";48.84440585800311, 2.35135826366343
secondaire;à réaliser;;;;;1998.771186609551;"{""coordinates"": [[2.449136000673855, 48.84178599964572], [2.4528260006271068, 48.835995000011266], [2.455958999622217, 48.83308600031826], [2.4628689999220943, 48.82867900027089], [2.464327999525898, 48.827180999565336]], ""type"": ""LineString""}";48.83389030446459, 2.4561181974566533
vélopolitain;existant;;;;;430.01512355378657;"{""coordinates"": [[2.3794410003674495, 48.88520700028935], [2.3848489993728075, 48.88670200041005]], ""type"": ""LineString""}";48.885954500349705, 2.3821449998701283
vélopolitain;à réaliser;;;;;146.02194474753048;"{""coordinates"": [[2.287345000481481, 48.83300099987424], [2.2890290002742395, 48.83230200020873]], ""type"": ""LineString""}";48.83265150004148, 2.28818700037786
vélopolitain;à réaliser;;;;;1416.6941929233212;"{""coordinates"": [[2.2951129993776527, 48.872224000067355], [2.2956710006344463, 48.869569999758156], [2.2955850003987672, 48.86765099957141], [2.2937820001662566, 48.8646300002784], [2.2918509998219294, 48.862907999766406], [2.291120999934047, 48.86019800017627]], ""type"": ""LineString""}";48.86603960759502, 2.2939401408234033
vélopolitain;à réaliser;;;;;905.9940153205292;"{""coordinates"": [[2.3268699997659823, 48.85144399978435], [2.3212910005439076, 48.84890299976167], [2.3193600005116926, 48.84794300009642], [2.316612999493233, 48.846926000119154]], ""type"": ""LineString""}";48.84912161665907, 2.321767022569353
vélopolitain;à réaliser;;;;;439.7330753313581;"{""coordinates"": [[2.291131999946212, 48.860154999757654], [2.288159999626193, 48.85773400037004], [2.2874409994807117, 48.85704200000279]], ""type"": ""LineString""}";48.85862299581437, 2.289264800805182
vélopolitain;à réaliser;;;;;1001.0743552444552;"{""coordinates"": [[2.3975090004388884, 48.84823900026766], [2.4110270001796446, 48.84703199960689]], ""type"": ""LineString""}";48.847635499937276, 2.4042680003092665
vélopolitain;à réaliser;;;;;65.59350299003013;"{""coordinates"": [[2.3291119993917815, 48.89813699961625], [2.328940999597664, 48.897558000223206]], ""type"": ""LineString""}";48.89784749991973, 2.3290264994947227
vélopolitain;existant;;;;;745.8221077852468;"{""coordinates"": [[2.394741000170727, 48.84914299955696], [2.395158999609957, 48.84933299999538], [2.3955990004894097, 48.84945300010788], [2.3960280000601757, 48.849452999940105], [2.3965429998273207, 48.849403999990294], [2.3970150000126327, 48.849227000146314], [2.3973479994472866, 48.84890299966195], [2.3974870006020073, 48.84857799978879], [2.397509000382189, 48.848394000294164], [2.3974980001410673, 48.848246000302986], [2.3973369999225747, 48.847957000432395], [2.39719699994494, 48.84775900021279], [2.39699400044, 48.84755400007474], [2.3967360005340366, 48.84744800018337], [2.3964250001498097, 48.847377999723875], [2.3960599993676914, 48.84733499969736], [2.395598999880131, 48.8473639998149], [2.3951160005157606, 48.847483999656724], [2.3947080004819425, 48.84767399964604], [2.3944940005889257, 48.84790000018285], [2.3943329999933467, 48.84810499978446], [2.3943110002056742, 48.84838699961013], [2.3942789999180083, 48.84863399984376], [2.3944619999871692, 48.84885299967168], [2.394569000070851, 48.84901600039404], [2.3947110001003393, 48.849129000444414]], ""type"": ""LineString""}";48.84839954493562, 2.3959079427377383
vélopolitain;existant;;;;;242.3922538458629;"{""coordinates"": [[2.389033000149983, 48.89758599957985], [2.3857279996385645, 48.89764299988523]], ""type"": ""LineString""}";48.89761449973254, 2.387380499894274
