Title,Publication Year,Image URL,Article Content,Article Description,female_mentions,male_mentions,representation
Trek's FX+ 2 Electric Bike Is $500 off Right Now,2024,"https://media.wired.com/photos/637bf1c75f19e0abdaa1e267/191:100/w_1280,c_limit/Trek-FX+-2-Featured-Gear.jpg","Here in the Pacific Northwest, spring has sprung. Yes, it is but a false spring, and by the end of the week, we will again be moping through chilly gloom and rain. But for the time being, the sun is … [+2606 chars]","Welcome to TrekFest, Trek's yearly sale on electric bikes, helmets, shoes, and everything you need for spring cycling.",1,2,male
Cowboy’s new all-road e-bike adds suspension and a much bigger battery,2024,NULL,"Si vous cliquez sur « Tout accepter », nos partenaires (y compris 241 qui font partie du Cadre de transparence et de consentement dIAB) et nous utiliserons également des témoins et vos données person… [+982 chars]","Like many premium electric rides, Cowboy's e-bikes make short commutes easier, especially those involving hills or a lot of stop-start traffic. Its latest bike is an attempt to address another challenge: comfort. The Cowboy Cross is the company’s first “all-r…",1,3,male
Police officer borrows passer-by's bike to chase down suspect,2024,https://ichef.bbci.co.uk/news/1024/branded_news/35A4/production/_133123731_11onlinestill3-1.jpg,"A man has been arrested after a strange"" pursuit in which a police officer ditched his car in favour of a passer-by's bike in Rotherham.",,2,5,male
"The chase started after the driver of a Range Rover Evoque w… [+789 chars]""",A police officer gives chase in Rotherham - after a passer-by offers his bike.,NULL,NULL,NULL,2,5,male
"Girl, 5, dies after bike collides with lorry",2024,https://ichef.bbci.co.uk/news/1024/branded_news/2BD6/production/_133122211_mediaitem133122210.jpg,"A five-year-old girl has died after colliding with an HGV lorry while riding a bike in Hull.
Humberside Police were called to Hopewell Road in the Bilton Grange area at 15:40 BST on Thursday.
Despi… [+653 chars]",Humberside Police were called to Hopewell Road in the Bilton Grange area of Hull on 11 April.,2,2,equal
Kickstart Your Fitness Journey With Amazon Spring Savings on Peloton Bikes and Accessories - CNET,2024,https://www.cnet.com/a/img/resize/60be8a2d743ee21841edb03efa25edf376cb8239/hub/2023/11/07/8387f829-100c-4750-b2b0-bcf0ec78327d/artboard-4.jpg?auto=webp&fit=crop&height=675&width=1200,"Kicking things off, we have the bike that started it all. The Peloton Bike is now just $1,250, a price that saves you $195 off the usual going rate. For that price, you'll get an immersive 22-inch HD… [+1559 chars]",Amazon's Big Spring Sale is taking up to $395 off Peloton Bikes and as much as 51% off accessories and apparel.,0,1,male
Motorcyclist falls from bridge after car collision,2024,https://ichef.bbci.co.uk/news/1024/branded_news/6FA0/production/_132967582_p0hkmcc3.jpg,"Video showed the moment a motorcyclist was thrown from his bike and over a bridge after being hit by a car.
Police said driver Nikesh Mistry, 34, had forced the rider on to the wrong side of the car… [+884 chars]",Video shows a rider being pushed against railings by a car after a disagreement with its driver.,1,5,male
TNW Podcast: We try the new Cowboy bike and talk to the founders,2024,https://img-cdn.tnwcdn.com/image/tnw-blurple?filter_last=1&fit=1280%2C640&url=https%3A%2F%2Fcdn0.tnwcdn.com%2Fwp-content%2Fblogs.dir%2F1%2Ffiles%2F2023%2F12%2Ftnw-podcast-feat-1.png&signature=1ca57b225d69caf0b718b7a8dc0fc9a9,Welcome to the new episode of the TNW Podcast the show where we discuss the latest developments in the European technology ecosystem and feature interviews with some of the most interesting people in… [+534 chars],"Welcome to the new episode of the TNW Podcast — the show where we discuss the latest developments in the European technology ecosystem and feature interviews with some of the most interesting people in the industry. In today’s episode, Andrii and Linnea talk …",2,5,male
A Drone Motor Does e-Bikes,2024,https://hackaday.com/wp-content/uploads/2024/04/drone-bike-featured.jpg,"On paper, the motors from both an electric bicycle and a drone can both take about 500 watts or so of power. Of course, their different applications make them anything but equivalent, as the bike mot… [+1091 chars]","On paper, the motors from both an electric bicycle and a drone can both take about 500 watts or so of power. Of course, their different applications make them anything but equivalent, as the bike m…",0,2,male
CAROL Bike,2024,https://uncrate.com/p/2024/03/carol-bike-1.jpg,"For non-aficionados, the wine aisle can be a daunting place. Instead of leaving your choices up to the allure of the label, give Naked Wines a try. They pick wines that match your tastes, determined … [+451 chars]","The number one reason most people don't work out is lack of time. Offering the shortest, most effective, and most accessible way to exercise, CAROL is the fastest way to get fit. The smart exercise bike uses a combination of...",0,2,male
WATCH: Out-of-control Ferrari narrowly misses hitting jogger,2024,https://i.abcnewsfe.com/a/149e16b6-7187-4b3c-9ca0-f75f9a566cc3/240320_abc_social_ferrari_hpMain_16x9.jpg?w=992,"<ul><li>Whats next for Russia? 
</li><li>What comes next after Texas school shooting?
</li><li>What's next for abortion rights in America?
</li><li>The new battle for voting rights
</li><li>How w… [+2284 chars]",A Ferrari appeared in a video to narrowly avoid a runner as it crashed into a bike rack in the English city of Norwich.,1,2,male
Mod SideCar Electric Bike,2024,https://uncrate.com/p/2024/04/mod-sidecaar-e-bike-1.jpg,"Summer is coming soon, and while we hope you're not wearing dress socks to the beach, you can start mentally preparing for the surf and sand with these Seaside Dress Calf Socks from Bombas. Made from… [+516 chars]","The MOD Easy SideCar 3 is exactly what it says on the tin — a retro-styled electric bike equipped with the handiest invention since the bicycle itself. Sized for children, pets, and cargo, the Easy SideCar 3 can carry a...",0,3,male
MOD Easy Sidecar 3 e-bike review: twice the fun,2024,https://www.digitaltrends.com/wp-content/uploads/2024/04/Happy-the-Double-Doodle-relaxing-in-the-MOD-Easy-3-Sidecar-parked-on-the-side-of-a-neighborhood-street.jpg?resize=1200%2C630&p=1,"Bruce Brown / Digital Trends
If you’re uncomfortable with more than moderately good times and balk at outrageous hilarity, MOD Bikes’ Easy Sidecar 3 may be a bit much to handle. For everybody else, … [+8776 chars]","The MOD Easy 3 is a third-generation, old-timey-looking e-bike available with or without the sidecar.",0,2,male
Indonesia's e-bike shops are building their own batteries,2024,https://149346090.v2.pressablecdn.com/wp-content/uploads/2024/03/NYIMASLAULA_ROW_Bali_Ebike_8579-1600x900.jpg,"Dharmawan Kusna Handoyo spends his workday in a 2-by-3-meter cubicle, soldering batteries. He has been building DIY battery packs since 2009, when he installed one in his own electric bike but in the… [+5857 chars]","Battery-pack builders chase maximum range, despite safety risks.",0,3,male
Himiway C5 e-bike review: looks and rides like a motorcycle,2024,https://www.digitaltrends.com/wp-content/uploads/2024/04/Himiway-C5-Motorbike-with-flashing-lights-on-battery-and-cup-in-the-cupholder.jpg?resize=1200%2C630&p=1,"Bruce Brown / Digital Trends
At first glance, you might think we got it wrong and that this is a motorcycle review, but it’s not. The Himiway C5, also known as the C5 Ultra, looks and rides more lik… [+8423 chars]","The Himiway C5 looks, feels, and rides more like a small motorcycle than a regular e-bike.",0,6,male
WATCH: E-bike explodes into flames at train station in England,2024,https://i.abcnewsfe.com/a/3099484c-1a1a-4b5d-aa79-cc1dfeded433/240409_abc_social_ebike_hpMain_16x9.jpg?w=992,"<ul><li>Whats next for Russia? 
</li><li>What comes next after Texas school shooting?
</li><li>What's next for abortion rights in America?
</li><li>The new battle for voting rights
</li><li>How w… [+2284 chars]","Surveillance footage captured the moment an e-bike battery suddenly started smoking and exploded into flames on a train platform in the U.K., with waiting passengers seen scrambling for safety.",0,3,male
Lectric XPeak e-bike review: setting a new standard for adventure bikes,2024,https://www.digitaltrends.com/wp-content/uploads/2024/03/Lectric-XPeak-right-rear-three-quarter-view-parked-on-forest-path.jpg?resize=1200%2C630&p=1,"Bruce Brown / Digital Trends
Lectric eBikes continues to disrupt e-mobility industry pricing with the excellent Lectric XPeak, an on-road and off-road fat-tire adventure e-bike. Tough, capable, comf… [+8122 chars]","As with Lectric's XP 3.0 folding e-bike, the XPeak's quality at a low cost will prompt competitors to slash prices.",0,2,male
A Stylish Folding E-Bike,2024,https://s3files.core77.com/blog/images/lead_n_spotlight/1534630_lead_400_131860_.jpg,"This PSF1, by Taiwanese manufacturer BESV, is an e-bike that's easy on the eyes.
Conveniently, it folds down for transport or apartment storage.
An LCD display indicates your speed, range, battery … [+412 chars]","This PSF1, by Taiwanese manufacturer BESV, is an e-bike that's easy on the eyes. Conveniently, it folds down for transport or apartment storage.
An LCD display indicates your speed, range, battery life, and which of the four assistance modes you're in. It's …",0,8,male
"Space-Efficient, Paternoster-like Bike Storage Lockers",2024,https://s3files.core77.com/blog/images/lead_n_spotlight/1533492_lead_400_131800_.jpg,"Underground bike storage systems, like those seen in Japan, are amazing. But they obviously require a massive amount of excavation and construction.
A Swiss company called V-Locker has designed an e… [+989 chars]","Underground bike storage systems, like those seen in Japan, are amazing. But they obviously require a massive amount of excavation and construction.A Swiss company called V-Locker has designed an easier-to-implement solution. The company has developed tower m…",0,3,male
Make the Switch to an E-Bike During This Huge Sale at Upway - CNET,2024,https://www.cnet.com/a/img/resize/a54701eae3b2fe96a00be811d8a36330fe3b0739/hub/2024/03/13/6069dffa-0ebf-4c9c-b074-af25f4fb6ae1/artboard-7-6.png?auto=webp&fit=crop&height=675&width=1200,"E-bikes and other rideables are making waves, offering a green alternative to commuting via car, while generally being faster than public transit or making your way on foot. Upway is offering you big… [+1145 chars]","Go green with an e-bike and save up to $1,000 on your purchase.",1,3,male
"E-bike subsidies should be more widespread, following the lead of Colorado ($450...",2024,NULL,"×Hello! In order to leave a comment, you need to be a current kottke.org member. If you'd like to sign up for a membership to support the site, you can explore your options here.
Existing members ca… [+368 chars]","E-bike subsidies should be more widespread, following the lead of Colorado ($450 back on a bike purchase). “More than half o",1,4,male
How to give kids autonomy? 'Anxious Generation' author says a license to roam helps,2024,https://media.npr.org/assets/img/2024/04/12/pxl_20240412_210909065_wide-71b76f4f93a3c5d56517fbd5a3804dbc0a0df7ee-s1400-c100.jpg,"The author's 8-year-old daughter Rosy has a 'kids' license,' showing she has her parents' permission to ride her bike around her Texas hometown.
Michaeleen Doucleff
American kids are being walloped… [+6956 chars]","Kids have too much screen time and not enough autonomy, says author Jonathan Haidt. His book The Anxious Generation argues this has caused an epidemic of mental illness and suggests ways to fix it.",2,5,male
A Cheeky Bike Rack with a Clear Point of View,2024,https://s3files.core77.com/blog/images/lead_n_spotlight/1532042_lead_400_131720_.jpg,"Adrien Rovero, a Swiss industrial designer who runs his own firm in Renens, designed this cheeky VD003 bike rack:
VD003 is a car-shaped bicycle rack which holds six bikes in the space that one car … [+273 chars]""","Adrien Rovero, a Swiss industrial designer who runs his own firm in Renens, designed this cheeky VD003 bike rack:VD003 is a car-shaped bicycle rack which holds six bikes in the space that one car would take up. It was designed to sensibilize car users to the…""",0,5,male
"Top 10 Electric Bikes That Fuse Lethal Good Looks, Speed & An Eco-Friendly Ethos",2024,https://www.yankodesign.com/images/design_news/2024/03/top-10-electric-bikes/top_10_electric_bikes_yanko_design_hero.jpeg,"A lethal and menacing electric bike can set any automotive lover’s heart thumping! Bikes are pretty thrilling themselves, but when you make them electric, they become a match made in heaven. They’re … [+5169 chars]","Top 10 Electric Bikes That Fuse Lethal Good Looks, Speed & An Eco-Friendly EthosA lethal and menacing electric bike can set any automotive lover’s heart thumping! Bikes are pretty thrilling themselves, but when you make them electric, they...",0,4,male
Sunday Firesides: Careful Kills,2024,https://content.artofmanliness.com/uploads/2024/03/carfeful-thumb.jpg,"When youre first learning to ride a bike, it can be frightening to get up some speed. But this is exactly what will make the ride a success. Take it too slow, and down you go.
A similar principle is… [+1426 chars]","When you’re first learning to ride a bike, it can be frightening to get up some speed. But this is exactly what will make the ride a success. Take it too slow, and down you go. A similar principle is at work in mountain biking. When you spot an obstacle up ah…",0,4,male
"Karen accosts dude at campsite, tries to steal his heater, slashes his bike tires as payback",2024,https://i.chzbgr.com/thumb1200/25001477/hD4CB85FC/karen-accosts-woman-at-campsite-tries-to-steal-her-heater-slashes-womans-bike-tires-as-payback,"Apparently, the biggest threat when you're going camping is that you might spot a Karen or two lurking around. 
This Karen decided it was well within her right to shame another camper for having a n… [+745 chars]","Apparently, the biggest threat when you're going camping is that you might spot a Karen or two lurking around. 
This Karen decided it was well within her right to shame another camper for having a nice portable heater to keep him warm on a relatively cold ev…",3,7,male
This Motocompo inspired café racer is born to perform stunning stoppies,2024,https://www.yankodesign.com/images/design_news/2024/03/this-motocompo-inspired-cafe-racer-will-be-a-treat-to-perform-stoppies/Motorcycle-MK1-Industrial-14.jpg,"Concept bike designs are one of the most interesting projects we come across on Behance. They can be amazingly detailed, utterly impractical, or just plain bizarre at times. We try acquaint all you m… [+1528 chars]","This Motocompo inspired café racer is born to perform stunning stoppiesConcept bike designs are one of the most interesting projects we come across on Behance. They can be amazingly detailed, utterly impractical, or just plain...",0,4,male
"Cowboy Launches 'Cross', its Latest All-Terrain E-Bike",2024,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2024%2F03%2Fcowboy-launches-cross-its-latest-all-terrain-e-bike-tw.jpg?w=1080&cbr=1&q=90&fit=max,"Cowboy has unveiled its latest e-bike, Cross, an “all-road” model built for both city roads and rougher terrain. With its latest release the Brussels-based brand has bucked the recent trend of e-bike… [+2609 chars]","Cowboy has unveiled its latest e-bike, Cross, an all-road"" model built for both city roads and rougher terrain. With its latest release the Brussels-based brand has bucked the recent trend of e-bike companies going bust",2,3,male
Bring your pet while riding your bike with trailer and backpack in one,2024,https://www.yankodesign.com/images/design_news/2024/03/bring-your-pet-while-riding-your-bike-with-trailer-and-backpack-in-one/1.jpg,"For fur parents that have bikes and need to bring their babies with them outside, having somewhere to place their pet safely and conveniently can sometimes be a challenge. Fortunately, a lot of pet-r… [+1710 chars]","Bring your pet while riding your bike with trailer and backpack in oneFor fur parents that have bikes and need to bring their babies with them outside, having somewhere to place their pet safely and conveniently can...",2,2,equal
This futuristic dirt bike makes rugged details look less industrial and more eye-catching,2024,https://www.yankodesign.com/images/design_news/2024/04/auto-draft/x_tecnica_enduro_machine_1.jpg,There’s nothing glamorous about an MRI machine. There’s nothing glamorous about a welding machine. There’s nothing glamorous about a bare-basics car chassis. All these details were designed to fulfil… [+2772 chars],This futuristic dirt bike makes rugged details look less industrial and more eye-catchingThere’s nothing glamorous about an MRI machine. There’s nothing glamorous about a welding machine. There’s nothing glamorous about a bare-basics car chassis. All these de…,2,4,male
65 Mile Range and a 500W Motor make this E-Bike Perfect for roads and rough terrain alike,2024,https://www.yankodesign.com/images/design_news/2024/04/65-mile-range-and-a-500w-motor-make-this-e-bike-perfect-for-roads-and-rough-terrain-alike/Elixe_EBike_Smart_Comfortable_Affordable_hero.jpg,"Even without bringing the economy up, needing to own two sets of e-bikes just sounds like a silly idea. Most urban commute bikes can’t endure off-road adventures, and rugged terrain-ready e-bikes are… [+5284 chars]","65 Mile Range and a 500W Motor make this E-Bike Perfect for roads and rough terrain alikeEven without bringing the economy up, needing to own two sets of e-bikes just sounds like a silly idea. Most urban commute bikes can’t endure...",0,4,male
Himmiway Forest Cobra: Exactly What An eMTB Should Be,2024,https://phandroid.com/wp-content/uploads/2024/04/Himmiway-Forest-Cobra-01.jpg,"Himiway has in the past years been known for its achievements when it comes to the production of its fat-tire electric bikes. In recent times, Electric Mountain Bikes (also called eMTBs) have become … [+7910 chars]","Himiway has in the past years been known for its achievements when it comes to the production of its fat-tire electric bikes. In recent times, Electric Mountain Bikes (also called eMTB’s) have become very popular and used amongst various bicycle users in the …",0,7,male
NEIGHBORHOOD Releases Collaborative Capsule with Rough Crafts,2024,https://image-cdn.hypb.st/https%3A%2F%2Fhypebeast.com%2Fimage%2F2024%2F04%2F14%2Fneighborhood-x-rough-crafts-collaboration-info-tw.jpg?w=1080&cbr=1&q=90&fit=max,"Japanese streetwear brand NEIGHBORHOOD has unveiled a collaboration with Taiwanese custom bike brand Rough Crafts, including a lineup of casual items that reflect the “all-black” aesthetic of both br… [+1094 chars]","Japanese streetwear brand NEIGHBORHOOD has unveiled a collaboration with Taiwanese custom bike brand Rough Crafts, including a lineup of casual items that reflect the all-black"" aesthetic of both brands.The collection is said to be inspired by the concept of…""",0,2,male
The Himiway A7 Pro makes cycling around the city a breeze,2024,https://phandroid.com/wp-content/uploads/2024/03/himiwaybike.jpg,"If you live in the city, there are various ways you can go about getting from one location to another. You can take public transport, you can walk, or you can drive. Driving is faster most of the tim… [+6297 chars]","If you’re looking for a fun, easy, and green way of getting around the city, then the Himiway A7 Pro electric bike could be for you.
The post The Himiway A7 Pro makes cycling around the city a breeze appeared first on Phandroid.",1,5,male
2025 Indian Scout lineup revamped with classic looks and new tech,2024,https://s.aolcdn.com/images/dims3/GLOB/legacy_thumbnail/1062x597/format/jpg/quality/100/https://s.aolcdn.com/os/ab/_cms/2024/04/02115745/2025_indian_101_scout_011.jpg,"Indian's redone its Scout lineup, the midsize cruiser model's first generational overhaul since Indian reintroduced the name in 2015. Indian remade everything about its top-selling bike, from the fra… [+3350 chars]","Filed under:
 Motorcycle
 Continue reading 2025 Indian Scout lineup revamped with classic looks and new tech
2025 Indian Scout lineup revamped with classic looks and new tech originally appeared on Autoblog on Tue, 2 Apr 2024 13:22:00 EDT. Please see our term…",0,1,male
Active workstations may improve cognitive performance,2024,https://www.sciencedaily.com/images/scidaily-icon.png,"A recent Mayo Clinic study suggests that active workstations incorporating a walking pad, bike, stepper and/or standing desk are successful strategies for reducing sedentary time and improving mental… [+2032 chars]","A recent study suggests that active workstations incorporating a walking pad, bike, stepper and/or standing desk are successful strategies for reducing sedentary time and improving mental cognition at work without reducing job performance. Extended sedentary …",0,4,male
New York City’s plan to stop e-bike battery fires,2024,"https://wp.technologyreview.com/wp-content/uploads/2024/03/ebike-fires.jpg?resize=1200,600","Existing battery swap networks like Nios have mostly included a single companys equipment, giving the manufacturer control over the vehicle, battery, and swapping equipment. Thats because one of the … [+2407 chars]","Walk just a few blocks in New York City and you’ll likely spot an electric bike zipping by. The vehicles have become increasingly popular in recent years, especially among delivery drivers, tens of thousands of whom weave through New York streets. But the e-b…",0,4,male
The HIMIWAY C5 electric motorbike takes eBikes to a whole new level,2024,https://phandroid.com/wp-content/uploads/2024/03/Himiway-C5.jpg,"Electric motorbikes are a total game-changer. Similar to electric cars, they can zip around with an insane torque and dont make a sound, unlike dirt bikes or those massive hogs that can be loud and s… [+6109 chars]","If you love the great outdoors and want a cool and fun way to get around, then maybe the Himiway C5 electric motorbike could be for you.
The post The HIMIWAY C5 electric motorbike takes eBikes to a whole new level appeared first on Phandroid.",0,5,male
Paris cycling numbers double in one year thanks to investment,2024,https://momentummag.com/wp-content/uploads/2023/01/ruederivoli-1.jpg,"In the heart of Paris, amidst the historic boulevards and bustling streets, a revolution is taking placeone fueled not by engines, but by pedals. A report from French newspaper Le Monde paints a vivi… [+2801 chars]","The report delves into the nuances of Parisian cycling culture, exploring the vibrant community of riders who navigate the city's streets",0,4,male
Skateboard Clip-in Mount for Topeak Bike Rack #3DThursday #3DPrinting,2024,https://cdn-blog.adafruit.com/uploads/2024/03/Skateboard-Clip-in-Mount-for-Topeak-Bike-Rack.jpeg,"March 21, 2024 AT 3:00 pm
Skateboard Clip-in Mount for Topeak Bike Rack #3DThursday #3DPrinting
PerpetualUselessness shares: 
I wanted a better way to carry my board to and from my local skatepark… [+4349 chars]",PerpetualUselessness shares: I wanted a better way to carry my board to and from my local skatepark so I developed this clip-in mount. It is fitted to the side rails on my bike rack which is a Topeak brand. This design could be modified for other bike rack sy…,1,2,male
"The Download: the world’s most expensive drug, and New York City’s e-bike plan",2024,"https://wp.technologyreview.com/wp-content/uploads/2024/03/expensive-bed.jpg?resize=1200,600","The news: There is a new most expensive drug evera gene therapy that costs as much as a Brooklyn brownstone or a Miami mansion, and more than the average person will earn in a lifetime. Lenmeldy is a… [+1625 chars]","This is today’s edition of The Download, our weekday newsletter that provides a daily dose of what’s going on in the world of technology. There is a new most expensive drug in the world. Price tag: $4.25 million The news: There is a new most expensive drug ev…",2,5,male
Why New York City is testing battery swapping for e-bikes,2024,"https://wp.technologyreview.com/wp-content/uploads/2024/03/GettyImages-1991599918.jpg?resize=1200,600","Its part of the citys efforts to cut down on the risk of battery fires, some of which have been sparked by e-bike batteries charging inside apartment buildings, according to the fire department. For … [+1979 chars]","This article is from The Spark, MIT Technology Review’s weekly climate newsletter. To receive it in your inbox every Wednesday, sign up here. Spend enough time in a city and you’ll get to know its unique soundscape. In New York City, it features the echoes of…",1,4,male
Bike-towed motorized device makes a clean sweep of bicycle lanes,2024,https://assets.newatlas.com/dims4/default/abcd76f/2147483647/strip/true/crop/1023x537+0+72/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fa6%2Fcc%2F902ddc794b4b99dffa44163b70fa%2Fcedric-eveleigh-with-the-bike-lane-sweeper-push-aside-v2-2.jpeg&na.image_optimisation=0,"A bicycle-towed electric street sweeper may soon be clearing gravel, broken glass, bits of metal and other debris off a bike lane near you. Known as the Bike Lane Sweeper, the device is already being… [+3735 chars]","A bicycle-towed electric street sweeper may soon be clearing gravel, broken glass, bits of metal and other debris off a bike lane near you. Known as the Bike Lane Sweeper, the device is already being trialled at multiple locations in Canada and the US.Continu…",2,2,equal
World's most portable bicycle rack takes five bikes at a time,2024,https://assets.newatlas.com/dims4/default/35a57b2/2147483647/strip/true/crop/1440x756+0+102/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F8a%2Fb2%2F806f161e454f88a97291fa284019%2F421492534-17874301194030168-3010367829483640666-n.jpeg&na.image_optimisation=0,"The Toaster is claimed to be the world's most portable bike rack and from the looks of things, that may very well be the case. It folds flat when not in use, and can accommodate up to five bikes of a… [+1909 chars]","The Toaster is claimed to be the world's most portable bike rack and from the looks of things, that may very well be the case. It folds flat when not in use, and can accommodate up to five bikes of almost any wheel size.Continue ReadingCategory: Bicycles, Tra…",0,2,male
"Folding ebike motors through the city, throttles to 30 mph on the dirt",2024,https://assets.newatlas.com/dims4/default/c5eb0fb/2147483647/strip/true/crop/2500x1313+0+177/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F7f%2Fcb%2F6e41523741ee938b33e1f18960bd%2Fjetcurrent-pro-sand-dirt-beauty-02.jpg&na.image_optimisation=0,"We've seen a number of pedal-assist bikes over the years that ride a fine line between ebike and low-powered moto. The latest from California's Juiced Bikes is an absolute beast, and marks the compan… [+2981 chars]","We've seen a number of pedal-assist bikes over the years that ride a fine line between ebike and low-powered moto. The latest from California's Juiced Bikes is an absolute beast, and marks the company's entry into the folding bike space.Continue ReadingCatego…",0,3,male
"Here’s How To Recycle Your Electric Bike Battery, And Why You Should",2024,https://imageio.forbes.com/specials-images/imageserve/660340e96fedb0c7cb1cf744/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,"In the fall of 2020, I picked up my first e-bike, a Specialized Levo SL, and it soon became my primary mode of transportation. I rode it to friends houses, the grocery store and local trails, among o… [+5275 chars]","Four years after the pandemic bike boom, many e-bike batteries are approaching their end of their life. Here’s how to properly recycle them.",2,4,male
6 Great Pieces for Outdoor Adventures,2024,https://cupofjo.com/wp-content/uploads/2024/04/lululemon.jpeg,"How are you getting outside these days? Going for a bike ride or taking a long walk during golden hour is such a mood boost. This time of year I just want to move, which is why I’m loving the comfort… [+1410 chars]","How are you getting outside these days? Going for a bike ride or taking a long walk during golden hour is such a mood boost. This time of year I just want to move, which is why I’m loving the comfort and ease of Lululemon‘s spring styles, like this men’s over…",0,5,male
"Ajith hits the road after minor surgery, see photo",2024,https://images.indianexpress.com/2024/03/Ajith-Kumar-from-his-latest-bike-ride-Image_-PR-image.jpg,"Earlier, Ajith Kumar fans were in shock when news of the actor’s hospitalisation went viral on social media. It was said that Ajith was undergoing a major procedure. However, Suresh Chandra, Ajith’s … [+1368 chars]","After a minor surgery, Ajith Kumar is back to doing what he loves the most: bike riding.",0,3,male
Ajith Kumar cooks biryani for his fellow bike riders at their camp. Watch,2024,https://images.indianexpress.com/2024/03/Glimpses-from-Ajiths-recent-bike-ride-Image_-Suresh-Chandra_X.jpg,"Actor Ajith Kumar has once again captured the attention of fans and social media enthusiasts alike with his recent bike trip to Madhya Pradesh. The Vidaa Muyarchi star, accompanied by his co-actor ac… [+1294 chars]","Tamil actor Ajith is on a bike ride with friends and co-star Aarav. In a recent video, the actor is seen cooking biryani to his fellow riders.",0,6,male
"Gunshots heard outside Salman Khan’s residence in Mumbai, police probe on",2024,https://images.indianexpress.com/2024/04/salman-khan-1.jpg,"Gunshots were heard outside Bollywood actor Salman Khans residence in Mumbais Bandra area early on Sunday, with the police saying that five rounds were fired by unidentified assailants.Preliminary in… [+1762 chars]",The cops said that preliminary investigation has revealed that five rounds were fired by two unidentified bike-borne assailants outside the Bollywood actor's Galaxy Apartment in Bandra,0,6,male
An urban planner and 37 kids reimagine the classic playmat as a human-centric city,2024,https://www.trendwatching.com/hubfs/bolt-playmat.jpg#keepProtocol,Iconic children's toys like city playmats have long shaped young minds to view car-centric urban environments as the norm. A new project aims to reimagine this formative play experience through a mor… [+875 chars],"Developed for mobility app Bolt by a 'think tank' of kids, the playmat replaces roads and parking spots with ample green spaces and protected bike lanes.",0,6,male
PDP Rematch Glow 'Grand Prix Peach' edition launches just ahead of Princess Peach: Showtime!,2024,https://cdn.mos.cms.futurecdn.net/47fxB8tTeZ6PbDD3BHXBLL-1200-80.jpg,"Gaming peripheral manufacturer PDP has launched a brand new variant of its Rematch Glow controller, this time featuring Princess Peach on a motorcycle.
Coinciding with the release of Princess Peach:… [+1799 chars]","PDP's latest Rematch Glow controller features Princess Peach on a bike, and it's absolutely gorgeous.",1,4,male
"Shaithan actress Arundhati Nair on ventilator support after road accident, family seeks financial aid: ‘We are going through more than what people are thinking’",2024,https://images.indianexpress.com/2024/03/Arundhathi-Nair-edited.jpg,"Actor Arundhathi Nair’s family has been inundated with calls since she met with an accident four days ago, prompting her colleague Remyaa Joseph to appeal to the public for restraint, as they seek fu… [+1828 chars]","Shaitaan-fame actress Arundhati Nair’s family have taken to social media to seek financial help after the Tamil actress, met with a bike accident",2,2,equal
"Gurgaon: 27-year-old IIT grad rams sports bike into divider, dies",2024,https://images.indianexpress.com/2024/03/Accident_61b695.jpg,"In a gruesome accident on Gurgaon’s Golf Course Road, a 27-year-old man was killed and his body severed into two after he lost control of his sports bike and rammed into a divider on Friday morning, … [+1006 chars]","According to police, Rituj Beniwal was on a leisure ride on his bike — a Kawasaki Ninja — around 6 am on Friday when the incident took place.",0,5,male
Snapcycle R1 Pro E-Bike review,2024,https://the-gadgeteer.com/wp-content/uploads/2024/03/Snapcycle-R1-Pro-5.jpg,"We use affiliate links. If you buy something through the links on this page, we may earn a commission at no cost to you. Learn more.
REVIEW These days, it seems like the older I get, the more I enjo… [+6373 chars]","REVIEW – These days, it seems like the older I get, the more I enjoy bike riding and E-bikes. I have now tested a few and while I have a favorite that I use frequently, I am always looking for newer models with newer technology. Here comes my next opportunity…",1,3,male
A Cargo E-Bike You’ll Probably Need To Throttle,2024,https://imageio.forbes.com/specials-images/imageserve/65f8a4f6341aec651810ead0/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,"The City+ 3 e-bike
MOD Bike
Riding the MOD City+ 3 electric bike is quite a thrill. It catches eyes, drives smoothly and quietly, has excellent acceleration and braking, and is loads of fun. As lon… [+3008 chars]","If you're seeking a little exercise on an e-bike, this one can be a challenge.",0,2,male
Garmin Varia RVR315 Cycling Rearview Radar $100 + Free Shipping,2024,https://static.slickdealscdn.com/attachment/2/1/5/7/0/4/0/15238599.attach,"I agree, as bike safety accessories go it's one of the best and totally worth the money for anyone who ever rides on roads.I do wish Garmin would stop making stuff with Micro-USB and get on the USB-C… [+242 chars]","Various Retailers have Garmin Varia RVR315 Cycling Rearview Radar w/ Visual and Audible Alerts on sale from $99.98. Shipping is free.

Thanks to Community Member 2hats for finding this deal.

 ...",0,2,male
