Title,Publication Year,Image URL,Article Content,Article Description,female_mentions,male_mentions,representation
"Gordon Singleton, Canada's 1st track cycling world champion, dies at 67",2024,https://i.cbc.ca/1.7154886.1711389873!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/singleton-gordon-1180.jpg,"Former Canadian track cycling star Gordon Singleton has died. He was 67.
Cycling Canada confirmed on Monday he had been battling prostate cancer.
We are incredibly saddened to learn of Gordon's pa… [+1841 chars]""",Former Canadian track cycling star Gordon Singleton has died. He was 67. Cycling Canada confirmed on Monday he had been battling prostate cancer.,0,2,male
The Search for the Perfect Noodle: An Elephant Bikes National Forest Explorer Review – Morgan Taylor,2024,https://media.theradavist.com/uploads/2023/11/morgan-taylor-growtac-brakes-review-elephant-nfe-66.jpg?w=1200&quality=75,"For Morgan Taylor, there’s a magical nexus that happens when a bike has a certain amount of frame flex and low-trail randonneuring geometry. In this long-term review of Elephant Bikes National Forest… [+20996 chars]","For Morgan Taylor, there's a magical nexus that happens when a bike has a certain amount of frame flex and low-trail randonneuring geometry. In this long-term review of Elephant Bikes National Forest Explorer, Morgan recounts how past bikes have contributed t…",2,5,male
Coming Full Circle: Managing Micromobility As Transit,2024,https://imageio.forbes.com/specials-images/imageserve/6604c0ef78aba6929c7362c0/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,"Micromobility in its modern form was born in the late 1990s and early 2000s as publicly-funded and procured bikeshare implemented by cities, predominantly in Europe. The first docked systems were in … [+4991 chars]","Since then, over 1000 docked bikeshare systems have proliferated around the world, with the largest systems in Asia and Europe.",0,4,male
"2024 Philly Bike Expo: Artefact, Básica Estudio, Shovel Research, and Significant Other – Brad Quartuccio",2024,https://radavist-static-production.s3.amazonaws.com/uploads/2024/03/2024-Philly-Bike-Expo-Basica-Estudio-1.jpg?w=1200&quality=75,"Rounding out our 2024 2024 Philly Bike Expo coverage by Brad Quartuccio, we have four phenomenal bikes from the Diversity Scholarship winners, ARTEFACT, Básica Estudio, Shovel Research, and Significa… [+6566 chars]","Rounding out our 2024 2024 Philly Bike Expo coverage by Brad Quartuccio, we have four phenomenal bikes from the Diversity Scholarship winners, ARTEFACT, Básica Estudio, Shovel Research, and Significant Other, all of which brought very unique and awe-inspiring…",2,5,male
"BLKTEC Shows Ultralight Bar-Stem, C1D Wheels & 13g Bottle Cage",2024,https://bikerumor.com/wp-content/uploads/2024/04/tpe-24-BLKTEC-L8-full-integrated-handlebar-07.jpg,"BLKTEC’s new L8 one-piece handlebar-and-stem combo is as light as 245g, which they say is likely the lightest such part on the market. They’ve also updated their gravel bike bars, have a new gravel p… [+1558 chars]","BLKTEC's new road & gravel handlebars are light, stealth-compatible, and perfectly complement the rest of their exorbitantly high-end components.
The post BLKTEC Shows Ultralight Bar-Stem, C1D Wheels & 13g Bottle Cage appeared first on Bikerumor.",0,4,male
49-Mile 2000 Honda CB250 Nighthawk at No Reserve,2024,https://bringatrailer.com/wp-content/uploads/2024/03/2000_honda_nighthawk-cb250_436a3174-97704.jpg,"This 2000 Honda CB250 Nighthawk has been registered in California from new and has primarily been kept in storage since, and it now shows 49 miles. Finished in black with silver decals, the bike is p… [+1308 chars]","This 2000 Honda CB250 Nighthawk has been registered in California from new and has primarily been kept in storage since, and it now shows 49 miles. Finished in black with silver decals, the bike is powered by an air-cooled 234cc SOHC parallel twin paired with…",2,4,male
A Drone Motor Does e-Bikes,2024,https://hackaday.com/wp-content/uploads/2024/04/drone-bike-featured.jpg,"On paper, the motors from both an electric bicycle and a drone can both take about 500 watts or so of power. Of course, their different applications make them anything but equivalent, as the bike mot… [+1091 chars]","On paper, the motors from both an electric bicycle and a drone can both take about 500 watts or so of power. Of course, their different applications make them anything but equivalent, as the bike m…",0,2,male
A Visit to a Town Under Fire in Eastern Ukraine,2024,https://media.npr.org/assets/img/2024/03/22/gettyimages-1722465190_wide-54fa47eee5ecccb1c9be5442b923e21c44a714a7-s1400-c100.jpg,"A Ukrainian policeman (R) walks next to 84-year-old resident Mykola (L) pushing his bicycle on a street in the frontline town of Chasiv Yar, in the Donetsk region on October 11, 2023, amid the Russia… [+188 chars]",We go to a town in Eastern Ukraine that is close to the front lines and under constant fire. Russians are advancing in Eastern Ukraine as Ukrainian forces run low on ammunition and weapons.,0,4,male
Mod SideCar Electric Bike,2024,https://uncrate.com/p/2024/04/mod-sidecaar-e-bike-1.jpg,"Summer is coming soon, and while we hope you're not wearing dress socks to the beach, you can start mentally preparing for the surf and sand with these Seaside Dress Calf Socks from Bombas. Made from… [+516 chars]","The MOD Easy SideCar 3 is exactly what it says on the tin — a retro-styled electric bike equipped with the handiest invention since the bicycle itself. Sized for children, pets, and cargo, the Easy SideCar 3 can carry a...",0,3,male
Brandon Semenuk Flipping His Bicycle Off the Side of a Mountain,2024,https://i.ytimg.com/vi/5ssC4sBSnfw/sddefault.jpg,"×Hello! In order to leave a comment, you need to be a current kottke.org member. If you'd like to sign up for a membership to support the site, you can explore your options here.
Existing members ca… [+368 chars]",The thing about going out into the badlands of Alberta and riding your bicycle off the side of the mountain and doing flips where,2,6,male
Urban Freeride Fabio Wibmer,2024,https://i.ytimg.com/vi/Jk7rliZpuSs/sddefault.jpg,"Well, Fabio Wibmer is very, very fast on his bicycle. Just about the first trick in here is Fabio successfully jumping the Lyon 25 Stair we learned about earlier this week. And, uh, he does something… [+401 chars]","Well, Fabio Wibmer is very, very fast on his bicycle. Just about the first trick in here is Fabio successfully jumping the Lyon 25",2,4,male
Himmiway Forest Cobra: Exactly What An eMTB Should Be,2024,https://phandroid.com/wp-content/uploads/2024/04/Himmiway-Forest-Cobra-01.jpg,"Himiway has in the past years been known for its achievements when it comes to the production of its fat-tire electric bikes. In recent times, Electric Mountain Bikes (also called eMTBs) have become … [+7910 chars]","Himiway has in the past years been known for its achievements when it comes to the production of its fat-tire electric bikes. In recent times, Electric Mountain Bikes (also called eMTB’s) have become very popular and used amongst various bicycle users in the …",0,7,male
Universal bicycle helmet wall mount #3DThursday #3DPrinting,2024,https://cdn-blog.adafruit.com/uploads/2024/03/large_display_c54f904b-8bd4-4229-827b-440ad95afd84.webp,"Adafruit publishes a wide range of writing and video content, including interviews and reporting on the maker market and the wider technology world. Our standards page is intended as a guide to best … [+2676 chars]","From SmonSE via Thingverse: This is a simple universal bicycle helmet wall mount. As you can see in the pictures, it is compatible with various helmets. See design!",1,4,male
A Cheeky Bike Rack with a Clear Point of View,2024,https://s3files.core77.com/blog/images/lead_n_spotlight/1532042_lead_400_131720_.jpg,"Adrien Rovero, a Swiss industrial designer who runs his own firm in Renens, designed this cheeky VD003 bike rack:
VD003 is a car-shaped bicycle rack which holds six bikes in the space that one car … [+273 chars]""","Adrien Rovero, a Swiss industrial designer who runs his own firm in Renens, designed this cheeky VD003 bike rack:VD003 is a car-shaped bicycle rack which holds six bikes in the space that one car would take up. It was designed to sensibilize car users to the…""",0,5,male
Muniz's outrageous injury-time strike breaks Sheff Utd hearts,2024,https://e0.365dm.com/24/03/1600x900/skysports-premier-league-rodrigo-muniz_6505500.jpg?20240330165834,"Rodrigo Muniz produced a stunning injury-time bicycle kick to earn Fulham a thrilling 3-3 draw as Sheffield United missed the chance to earn a vital Premier League win.
Returning from the internatio… [+1241 chars]",Rodrigo Muniz produced a stunning injury-time bicycle kick to earn Fulham a thrilling 3-3 draw as Sheffield United missed the chance to earn a vital Premier League win.,3,3,equal
'Special' Muniz is on 'fire' for Fulham - Silva,2024,https://ichef.bbci.co.uk/news/1024/cpsprodpb/15F9F/production/_133051009_p0hmy0cs.jpg,"Watch as Fulham manager Marco Silva says special"" Rodrigo Muniz is on fire after scoring an injury-time bicycle kick to help his side equalise and make it 3-3 against Sheffield United.",,2,6,male
How to give kids autonomy? 'Anxious Generation' author says a license to roam helps,2024,https://media.npr.org/assets/img/2024/04/12/pxl_20240412_210909065_wide-71b76f4f93a3c5d56517fbd5a3804dbc0a0df7ee-s1400-c100.jpg,"The author's 8-year-old daughter Rosy has a 'kids' license,' showing she has her parents' permission to ride her bike around her Texas hometown.
Michaeleen Doucleff
American kids are being walloped… [+6956 chars]","Kids have too much screen time and not enough autonomy, says author Jonathan Haidt. His book The Anxious Generation argues this has caused an epidemic of mental illness and suggests ways to fix it.",2,5,male
"Normandy's attractions now offer reduced fees to tourists arriving by bike, train or bus",2024,https://www.trendwatching.com/hubfs/normandie-tourisme.jpeg#keepProtocol,"In a move designed to incentivize more eco-friendly travel, Normandie Tourisme is introducing le tarif bas-carbone, offering discounted admission to over 70 cultural attractions and tourism sites acr… [+783 chars]","To receive 'le tarif bas-carbone' at participating attractions, visitors present a train or bus ticket as dated proof or show a photo of their bicycle.",0,3,male
Bike-towed motorized device makes a clean sweep of bicycle lanes,2024,https://assets.newatlas.com/dims4/default/abcd76f/2147483647/strip/true/crop/1023x537+0+72/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2Fa6%2Fcc%2F902ddc794b4b99dffa44163b70fa%2Fcedric-eveleigh-with-the-bike-lane-sweeper-push-aside-v2-2.jpeg&na.image_optimisation=0,"A bicycle-towed electric street sweeper may soon be clearing gravel, broken glass, bits of metal and other debris off a bike lane near you. Known as the Bike Lane Sweeper, the device is already being… [+3735 chars]","A bicycle-towed electric street sweeper may soon be clearing gravel, broken glass, bits of metal and other debris off a bike lane near you. Known as the Bike Lane Sweeper, the device is already being trialled at multiple locations in Canada and the US.Continu…",2,2,equal
World's most portable bicycle rack takes five bikes at a time,2024,https://assets.newatlas.com/dims4/default/35a57b2/2147483647/strip/true/crop/1440x756+0+102/resize/1200x630!/quality/90/?url=http%3A%2F%2Fnewatlas-brightspot.s3.amazonaws.com%2F8a%2Fb2%2F806f161e454f88a97291fa284019%2F421492534-17874301194030168-3010367829483640666-n.jpeg&na.image_optimisation=0,"The Toaster is claimed to be the world's most portable bike rack and from the looks of things, that may very well be the case. It folds flat when not in use, and can accommodate up to five bikes of a… [+1909 chars]","The Toaster is claimed to be the world's most portable bike rack and from the looks of things, that may very well be the case. It folds flat when not in use, and can accommodate up to five bikes of almost any wheel size.Continue ReadingCategory: Bicycles, Tra…",0,2,male
Paris cycling numbers double in one year thanks to investment,2024,https://momentummag.com/wp-content/uploads/2023/01/ruederivoli-1.jpg,"In the heart of Paris, amidst the historic boulevards and bustling streets, a revolution is taking placeone fueled not by engines, but by pedals. A report from French newspaper Le Monde paints a vivi… [+2801 chars]","The report delves into the nuances of Parisian cycling culture, exploring the vibrant community of riders who navigate the city's streets",0,4,male
Stephen Breyer to the Supreme Court Majority: You’re Doing It Wrong,2024,"https://media.newyorker.com/photos/660d834c8ba9fd24a6ae3b3b/16:9/w_1280,c_limit/r44096.jpg","One day in 1993, Stephen Breyer, then the chief judge of the Court of Appeals for the First Circuit, which sits in Boston, was riding his bicycle in Harvard Square when he was hit by a car. He was ta… [+10715 chars]","Louis Menand reviews “Reading the Constitution: Why I Chose Pragmatism, Not Textualism,” the new book by the former Justice, which touches on issues including abortion, gun laws, and gay marriage.",0,5,male
METL Airless Bicycle Wheels,2024,NULL,"Futuristic bicycle wheels with airless tires offer superior handling, durability, and increased traction during all weather conditions.
METL Airless Bicycle Wheels originally developed by NASA for f… [+1032 chars]","Futuristic bicycle wheels with airless tires offer superior handling, durability, and increased traction during all weather conditions. METL Airless Bicycle Wheels originally developed by NASA for future Mars Rover missions, now available for cyclists on Eart…",2,3,male
FLECTR 360 Bicycle Wheel Reflector,2024,NULL,"Innovative bike wheel reflectors for your bicycle provide 360-degree visibility, catching the attention of drivers from all angles.
FLECTR 360 bicycle wheel reflector is your essential companion for… [+1191 chars]","Innovative bike wheel reflectors for your bicycle provide 360-degree visibility, catching the attention of drivers from all angles. FLECTR 360 bicycle wheel reflector is your essential companion for night rides, offering unparalleled visibility and safety. De…",0,3,male
The Himiway A7 Pro makes cycling around the city a breeze,2024,https://phandroid.com/wp-content/uploads/2024/03/himiwaybike.jpg,"If you live in the city, there are various ways you can go about getting from one location to another. You can take public transport, you can walk, or you can drive. Driving is faster most of the tim… [+6297 chars]","If you’re looking for a fun, easy, and green way of getting around the city, then the Himiway A7 Pro electric bike could be for you.
The post The Himiway A7 Pro makes cycling around the city a breeze appeared first on Phandroid.",1,5,male
"Saskatoon police using bicycle bylaw as 'a ruse' to stop, search and catalogue Indigenous men, lawyer says",2024,https://i.cbc.ca/1.7154965.1711392472!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_620/bicycle-stock.jpg,"A Saskatoon defence lawyer says internal police records show officers are using the city's bicycle bylaw 'as a ruse' to stop and search Indigenous men downtown.
The city's police force has fought at… [+7578 chars]",A Saskatoon defence lawyer says internal police records show officers are using the city's bicycle bylaw 'as a ruse' to stop and search Indigenous men in the downtown.,0,5,male
1964 BBC Report on a Bullfighting Club That Used Bicycles Instead of Bulls,2024,https://laughingsquid.com/wp-content/uploads/2024/03/Bullfighting-With-Bikes.jpg,"Fyfe Anderson of the BBC series Tonight visited a group of men in Rochdale, England who conducted bullfights with bikes instead of bulls. The bull was actually made using a pair of horns mounted on a… [+591 chars]","The BBC series Tonight visited a group of men in Rochdale, England who conducted bullfights with bikes instead of bulls.",0,4,male
This Bicycle Is Made From Recycled Plastic Using Renewable Energy,2024,https://cleantechnica.com/wp-content/uploads/2024/04/mtrl.bike-002-scaled.jpg,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Plastic. It’s literally everywhere on our planet, and it’s not going anywhere anytime soon. And in case you m… [+1746 chars]","Plastic. It’s literally everywhere on our planet, and it’s not going anywhere anytime soon. And in case you missed the memo, “plastic recycling is not technically or economically viable at scale,” and is “virtually hopeless.” However, perhaps by using recycle…",2,3,male
Fair bicycle Drop Best UC Seatpost Offset Gives Most Riders Modern Bike Fit Options,2024,https://bikerumor.com/wp-content/uploads/2024/04/Fair-Drop-Best-UC-offset-universal-2-bolt-seatpost-head-fixes-bike-geometry.jpg,"The UC in this new Fair bicycle Drop Best UC stands for Universal Compatability. And that means this little gadget will bolt on top of pretty much every 2-bolt seatpost out there, to let riders updat… [+6602 chars]","The UC in this new Fair bicycle Drop Best UC stands for Universal Compatability. And that means this little gadget will bolt on top of…
The post Fair bicycle Drop Best UC Seatpost Offset Gives Most Riders Modern Bike Fit Options appeared first on Bikerumor.",1,4,male
Win N1NO’s Scott Spark RC Custom Cape Epic XC Bike to Support World Bicycle Relief,2024,https://bikerumor.com/wp-content/uploads/2024/03/Scott-Spark-RC-x-Cape-Epic-special-edition-race-bike-for-Nino-Schurter-and-World-Bicycle-Relief-fundraiser_phpoto-by-Nick-Muzik_riding.jpg,"The season-opening Cape Epic kicked off marathon cross-country racing over the weekend, and we’re suckers for the custom XC bikes that the 2-person duos show up on. This year is the 20th anniversary … [+3112 chars]","Nino Schurter is racing a custom-painted Scott Spark at the Cape Epic. And you can win an exact copy raising money for World Bicycle Relief!
The post Win N1NO’s Scott Spark RC Custom Cape Epic XC Bike to Support World Bicycle Relief appeared first on Bikerumo…",0,3,male
"London Love Cycling, Charity Tells Mayoral Candidates In Uplifting Video",2024,https://imageio.forbes.com/specials-images/imageserve/660d7e228cc8eeee712bf7c3/0x0.jpg?format=jpg&height=900&width=1600&fit=bounds,"Still from London Cycling Campaign video on YouTube.
LCC
Lets make sure Londons next Mayor knows just how much we all love cycling, affirms a new video from the London Cycling Campaign (LCC) launch… [+2846 chars]",Let’s make sure London’s next Mayor knows just how much we all love cycling,0,2,male
50 Cent Flames Diddy With Gay Joke After He's Spotted Riding Bike Amid Legal Drama,2024,https://static.hiphopdx.com/2024/04/50-cent-flames-diddy-after-latest-sighting-amid-legal-drama-aint-no-seat-on-that-bike-1200x675.jpg,"50 Cent has poked fun at Diddy once again, this time after the Bad Boy boss was seen riding a bike in public amid his mounting legal troubles.
Continuing his relentless trolling of his longtime riva… [+2179 chars]",50 Cent has mocked Diddy once again after he was spotted riding a bicycle around Miami in the middle of his federal investigation.,0,5,male
"The Big Read: Pedal into the world of Bromptons and Pinarellos, where cycling isn't just exercise but a lux lifestyle",2024,"https://onecms-res.cloudinary.com/image/upload/s--5nIJ9vPN--/fl_relative,g_south_east,l_mediacorp:cna:watermark:2021-08:mediacorp,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/mediacorp/cna/image/2024/04/06/the_big_read_cycling.png?itok=ACttibom","On top of riding, chilling, chatting and swooning over the newest and shiniest gear together, a growing number of riders are also manifesting their passion for their two-wheelers through content crea… [+3068 chars]","SINGAPORE: Although he began cycling using BMX bicycles in his teenage years, Mr Muzzamel Mazidee felt the urge to upgrade to a more expensive model only when he was in his mid-20s. That lightbulb moment arrived in 2019 as he and his friends were cycling on t…",2,6,male
Alleged SA 'bicycle bandit' accused of bank robberies pleads not guilty to 10 counts,2024,https://live-production.wcms.abc-cdn.net.au/5358e900d98bfecb274cc4f09c5b4969?impolicy=wcms_watermark_news&cropH=725&cropW=1288&xPos=0&yPos=17&width=862&height=485&imformat=generic,"<ul><li>In short: Kym Parsons is accused of carrying out 10 armed bank robberies in small SA towns.</li><li>He appeared in the Supreme Court, where he pleaded not guilty to multiple counts of aggrava… [+1947 chars]","South Australia's alleged bicycle bandit"" Kym Parsons",1,2,male
Former transport minister who helped bring F1 to Singapore accused of improperly receiving bicycle,2024,https://live-production.wcms.abc-cdn.net.au/2ccd050dd7efcababcb164cc3a690746?impolicy=wcms_watermark_news&cropH=810&cropW=1440&xPos=0&yPos=587&width=862&height=485&imformat=generic,"<ul><li>In short: Former transport minister S Iswaran, who helped bring F1 to Singapore, has been slapped with eight new corruption charges for a total of 35 offences.</li><li>Among the new charges i… [+4144 chars]","The 61-year-old, widely credited for helping bring Formula 1 racing to Singapore in 2008, now faces a total of 35 charges, including improperly receiving a UK-made folding bicycle, bottles of whisky and golf clubs worth more than $21,000.",0,4,male
Trek’s New Wahoo Path Hybrid Kids Line Helps Create Life-Long Bicycle Riders,2024,https://bikerumor.com/wp-content/uploads/2024/03/Trek-Bicycles-Wahoo-Path-hero-e1711553439301.jpeg,"News out of Waterloo, Wisconsin, Trek Bicycles has launched a new line of bikes, just for the kids. Trek’s new Wahoo Path line of kids’ bikes is packed with lightweight, premium hybrid bikes that rid… [+2854 chars]","Trek's new Wahoo Path line of kids bikes is a hybrid style for the little ones.
The post Trek’s New Wahoo Path Hybrid Kids Line Helps Create Life-Long Bicycle Riders appeared first on Bikerumor.",0,3,male
Industry Digest: Crowd Funding 36 eBikes, Canfield Bikes' Relocation," Recalls & More""",2024,https://ep1.pinkbike.org/p4pb26500309/p4pb26500309.jpg,0,5,male
The HIMIWAY C5 electric motorbike takes eBikes to a whole new level,2024,https://phandroid.com/wp-content/uploads/2024/03/Himiway-C5.jpg,"Electric motorbikes are a total game-changer. Similar to electric cars, they can zip around with an insane torque and dont make a sound, unlike dirt bikes or those massive hogs that can be loud and s… [+6109 chars]","If you love the great outdoors and want a cool and fun way to get around, then maybe the Himiway C5 electric motorbike could be for you.
The post The HIMIWAY C5 electric motorbike takes eBikes to a whole new level appeared first on Phandroid.",0,5,male
The FSB bicycle assassin Putin wants back in Russia,2024,https://ichef.bbci.co.uk/news/1024/branded_news/1BCA/production/_133041170_putin-index-getty.jpg,"It is now one year since American journalist Evan Gershkovich was detained on a reporting trip in Russia. His best hope of release may be Vadim Krasikov, who is sitting in a German jail, convicted of… [+8257 chars]",How Russia is weaponizing the murky world of 'hostage diplomacy' and Germany is caught in the middle.,0,5,male
Here are the new bike lanes Toronto is due to get in the next few months,2024,https://media.blogto.com/articles/20240416-bike-lanes-toronto.jpg?w=1200&cmd=resize_then_crop&height=630&quality=70,"Toronto has been seriously ramping up its cycling infrastructure in recent years, to the celebration of some and the chagrin of others, and another spate of bike lanes is being considered for impleme… [+2860 chars]","Toronto has been seriously ramping up its cycling infrastructure in recent years, to the celebration of some and the chagrin of others, and another spate of bike lanes is being considered for implementation on streets across various areas of the city before t…",3,4,male
First Look: Fair Bicycle's Drop Best Offset Saddle Clamp is Universally Compatible,2024,https://ep1.pinkbike.org/p4pb26446077/p4pb26446077.jpg,"Fair Bicycle has announced the Drop Best UC, a universally compatible version of their offset saddle clamp. It is a direct replacement for your dropper post saddle clamp, introducing 27mm positive or… [+3543 chars]","$134 USD lies between you and a 2° steeper or slacker seat tube angle for your bike( Photos: 6, Comments: 1 )",0,3,male
The Moped-Ish ASYNC A1 Pro Is A Funky Belt-Driven “Power Beast”,2024,https://cleantechnica.com/wp-content/uploads/2024/03/A1_PRO-SILVER2.webp,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
The e-mobility company ASYNC calls its A1 Pro model a “structurally re-imagined power beast,” and it certainl… [+3265 chars]","The e-mobility company ASYNC calls its A1 Pro model a “structurally re-imagined power beast,” and it certainly is a unique looking e-bike, with seemingly more in common with a little e-moto than a bicycle. However, the A1 is a Class 3 e-bike and can be pedale…",0,3,male
The Bamboo-Framed Diodra S3 Claims To Be “World’s Lightest” E-Bike,2024,https://cleantechnica.com/wp-content/uploads/2024/04/diodra-bamboo-ebike.jpg,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Diodra, a Romania-based bicycle company, claims its forthcoming S3 e-bike, which is built on a laminated bamb… [+3959 chars]","Diodra, a Romania-based bicycle company, claims its forthcoming S3 e-bike, which is built on a laminated bamboo frame, is the world’s lightest e-bike. However, even at a weight of just 15 kilograms (33 lb), the S3 may not actually be the world’s lightest e-bi…",0,4,male
Fat Bikes for All: State Bicycle Co. 6061 Trail+ Fat Bike Review – Shaun Price,2024,https://media.theradavist.com/uploads/2024/04/DSC08399.jpg?w=1200&quality=75,"This winter, Shaun Price took State’s 6061 Trail+ Fat Bike out around New Mexico and the Navajo Nation. It was his first time fat biking, making him the perfect test subject for this entry-level fat … [+12339 chars]","This winter, Shaun Price took State’s 6061 Trail+ Fat Bike out around New Mexico and the Navajo Nation. It was his first time fat biking, making him the perfect test subject for this entry-level fat bike model from State. Today, Shaun reviews the 6061 Trail+'…",0,6,male
This German Undertaker Uses An Electric Quadricycle As A Hearse,2024,https://cleantechnica.com/wp-content/uploads/2024/04/Das-Veload_Ueberblick-1.jpg,"Sign up for daily news updates from CleanTechnica on email. Or follow us on Google News!
Electric cargo bikes and trikes and quadricycles are being put to a wide variety of uses, from hauling materi… [+3093 chars]","Electric cargo bikes and trikes and quadricycles are being put to a wide variety of uses, from hauling materials to passengers to tools to packages, but what if your passenger is, say, dead? It turns out that electric cargo bikes can also make a great hearse,…",0,4,male
"Whisky, golf clubs, Brompton bicycle: Iswaran gets 8 new charges of obtaining valuables as a public servant",2024,"https://onecms-res.cloudinary.com/image/upload/s--Nby25xAk--/fl_relative,g_south_east,l_mediacorp:cna:watermark:2021-08:cna,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/mediacorp/cna/image/2024/03/25/DSC_8003.jpg?itok=NeW32fOT","Mr Tan said there were two purposes of the court hearing - first to tender the additional charges and second to have the new charges transferred to the High Court.
Asked to give his plea, Iswaran sa… [+2677 chars]",Iswaran pleaded not guilty to the new charges. He now faces 35 charges in all.,1,4,male
SG Bike to exit bicycle-sharing market after nearly 7 years; user accounts to be transferred to Anywheel,2024,"https://onecms-res.cloudinary.com/image/upload/s--Zw-Zkx1J--/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/sg-bike.jpg?itok=5tBISERb","SINGAPORE: Local bicycle-sharing operator SG Bike is exiting the market after nearly seven years with its user accounts to be transferred to Anywheel by the end of April.
This move would effectively… [+1973 chars]",SG Bike users can convert their existing wallet balances to Anywheel ride-only credits.,0,4,male
"‘A miracle,’ says father of Stonehill College student injured in bicycle accident in Spain",2024,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/J5tMlU0CNqfLgjr1B0Od1_GmK34=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/T3IZ7HCQYLMOO56YKH4ICX6FWE.jpg,"Shes doing really well, he said in a phone interview. She cant get out of bed, stand up, or walk or anything like that. But she can wiggle [her toes and feet].This early in the game, thats amazing. B… [+2475 chars]","Lauren Rauseo, a junior, suffered a traumatic brain injury but has made significant progress in recent days, her father said.",4,4,equal
The Dust-Up: (Most) All Bicycles Are Handmade – John Watson,2024,https://media.theradavist.com/uploads/2023/10/2012-Bruce-Gordon-Monster-Cross-58.jpg?w=1200&quality=75,"In today’s Dust-Up opinion column, John brings up a controversial point about the disconnect between the “handmade” language surrounding bicycle framebuilder showcases and Asian-produced bicycle fram… [+20500 chars]","In today's Dust-Up opinion column, John brings up a controversial point about the disconnect between the handmade"" language surrounding bicycle framebuilder showcases and Asian-produced bicycle frames. Hold onto your butts for this one! As I'm staring down a…""",0,4,male
Stonehill College student critically injured in bicycle crash in Spain while studying abroad,2024,https://www.bostonglobe.com/pf/resources/images/logo-bg.jpg?d=463,"A Stonehill College student was seriously injured in a bicycle crash in Spain last week while studying abroad in France, the college said.
Lauren Rauseo, a junior at the private Catholic college in … [+2346 chars]","Lauren Rauseo, a junior at the private Catholic college in Easton, suffered a traumatic brain injury and numerous fractures, leading to multiple surgeries and treatment in an intensive care unit, family friends said.",0,3,male
Felix bicycle kick earns Barcelona win at Cadiz,2024,"https://onecms-res.cloudinary.com/image/upload/s--do0ifSJX--/fl_relative,g_south_east,l_one-cms:core:watermark:reuters,w_0.1/f_auto,q_auto/c_fill,g_auto,h_676,w_1200/v1/one-cms/core/2024-04-13t211054z_1_lynxnpek3c09c_rtroptp_3_soccer-spain-ccf-fcb-report.jpg?itok=4s56WbF-",Joao Felix netted a brilliant bicycle kick to earn depleted Barcelona a 1-0 La Liga win at relegation-threatened Cadiz on Saturday as manager Xavi Hernandez rested key players ahead of their Champion… [+487 chars],Joao Felix netted a brilliant bicycle kick to earn depleted Barcelona a 1-0 La Liga win at relegation-threatened Cadiz on Saturday as manager Xavi Hernandez rested key players ahead of their Champions League quarter-final against Paris St Germain.Barca moved …,2,4,male
Potential use cases which have *NOT* been invented yet?,2024,NULL,"When Leonardo da Vinci made his flying helicopter invention in which the user could peddle with their feet 1490s ish the bicycle has not yet been invented??
Or in other words,,, often times the capa… [+152 chars]","When Leonardo da Vinci made his flying helicopter invention in which the user could peddle with their feet… 1490’s ish… the bicycle has not yet been invented?? Or in other words,,, often times the capacity and the capability has always been there, yet people …",2,4,male
1980 Vespa Si at No Reserve,2024,https://bringatrailer.com/wp-content/uploads/2024/04/1980_vespa_si_20240406021521_img_4139-01-87324.jpeg,This 1980 Vespa Si moped is powered by a 49cc two-stroke single that drives the rear wheel via a dual-variated automatic transmission and an enclosed drive belt. It is finished in black with bright t… [+1974 chars],"This 1980 Vespa Si moped is powered by a 49cc two-stroke single that drives the rear wheel via a dual-variated automatic transmission and an enclosed drive belt. It is finished in black with bright trim and is equipped with bicycle-style pedals for starting, …",2,4,male
Propelling Confusion: What is a Rotor?,2024,"https://imageio.forbes.com/specials-images/imageserve/6608c54738b23a04f9256b95/0x0.jpg?format=jpg&crop=3151,1771,x0,y0,safe&height=900&width=1600&fit=bounds","Misuse of VTOL Terminology Clouds Advanced Air Mobility Innovations 
What's the difference between a motorcycle and a bicycle? Everybody knows what you mean when you use these terms. They may look s… [+7584 chars]","Vertical takeoff and landing (VTOL) advanced air mobility (AAM) aircraft generally use propellers, but these are often mistakenly called rotors",0,2,male
Survey reveals depth of abuse women experience while biking,2024,https://bikeportland.org/wp-content/uploads/2024/03/Screenshot-2024-03-20-at-10.04.55 AM.jpg,"“We’ll be targeted if we’re assertive… But cyclists need to be assertive to be safe.”
– Survey respondent
The most recent counts by the City of Portland estimate that only three out of every 10 bic… [+7348 chars]",Only three out of every 10 bicycle riders are women.,2,3,male
